Biome,Lat,Lon,Annual_SOC_Change,Mean_SOC,SOC_Change_Percent
Forest,-33.94700839476164,23.058,0.13230962500446838,11.003660011812892,1.2024146953143628
Forest,-33.94700839476164,23.858,0.08057972854020756,9.686025481580302,0.8319173709943695
Forest,-32.821175369841875,28.058,0.24938045103845086,7.674673769406279,3.249394808578856
Forest,-34.033610935140075,22.458,0.08812608544110305,5.912920527222303,1.4903986115724408
Forest,-32.99438045059876,27.658,0.17482976615323406,8.515947035071118,2.0529691581363156
Forest,-32.734572829463424,27.058000000000003,0.012361277605221497,7.456407523046828,0.16578060637128972
Forest,-33.94700839476164,22.258000000000003,0.2067278510010498,8.753385991973266,2.3616901070124907
Forest,-33.6872007736263,26.458,0.18139982470394492,10.236463733053288,1.7720946357501308
Forest,-33.94700839476164,22.658,0.18743274448575847,8.736993637501639,2.1452773375185292
Forest,-32.647970289084974,27.258000000000003,0.12294296377741634,11.370415645633843,1.0812530307511277
Forest,-34.033610935140075,24.058,0.11732414897924258,8.664645448763586,1.3540559700106864
Forest,-28.31784327016279,32.458000000000006,0.06189098208094569,6.2707957014394955,0.9869717501199773
Forest,-30.915919481516102,28.858,0.11732201238945585,7.45046371820461,1.574694097265234
Forest,-25.113549276160366,30.658,0.066829334059607,8.194755229785928,0.8155134861953991
Forest,-32.38816266794964,27.458,0.15801126273370703,7.298463259998201,2.1649936035129946
Forest,-32.734572829463424,28.258000000000003,0.22654665326863258,6.265123708769868,3.615996487850902
Forest,-32.647970289084974,25.658000000000005,0.08021156186800554,7.017446737801274,1.1430305760060198
Forest,-25.02694673578192,30.858,0.04903041557216904,11.242607048119622,0.4361125080892123
Forest,-27.5384204067568,32.658,0.07519618445857373,5.437628957126238,1.3828855380068923
Fynbos,-32.821175369841875,19.258,0.07399587508356176,4.2602520099202925,1.736889623225509
Fynbos,-33.51399569286943,19.258,0.0872269551173372,7.872629016312619,1.1079774613613451
Fynbos,-32.12835504681432,18.458,0.02447732344337428,2.188285067934791,1.118561918739176
Fynbos,-32.99438045059876,18.858,0.11326852347715541,4.326528499485385,2.618000170127806
Fynbos,-33.600598233247865,24.258,-0.0004308737009973561,6.116465171890876,-0.007044488751076361
Fynbos,-32.99438045059876,18.458,0.03322383838374311,2.678052457413416,1.2405969977090066
Fynbos,-33.77380331400475,20.658,0.026527861115595498,2.437366794841299,1.088381985499346
Fynbos,-32.734572829463424,18.658,0.07753504291367495,6.22160682303384,1.2462221596296015
Fynbos,-33.77380331400475,23.858,0.019043183025988192,5.325595670884304,0.3575784607550973
Fynbos,-33.42739315249098,18.658,0.06557847587612131,4.306263464315164,1.522862602800603
Fynbos,-33.77380331400475,20.258,0.045708774736198346,4.261850497222554,1.0725100461873718
Fynbos,-34.033610935140075,18.858,0.0405873760197892,6.246409678444219,0.649771278368956
Fynbos,-33.25418807173409,19.458,0.0670596902199257,4.068212309404567,1.64838226522501
Fynbos,-34.033610935140075,18.458,0.04803928341064321,6.393562626395913,0.7513695605688189
Fynbos,-33.340790612112535,21.658,-0.002102163198080051,4.7542799094992745,-0.044216227022725985
Fynbos,-33.860405854383195,22.858,0.004793126102119957,10.407596381318264,0.04605411207840135
Fynbos,-33.600598233247865,23.058,0.026640771141755226,3.3638839506282476,0.7919646317400376
Fynbos,-33.0809829909772,19.458,0.02482165903578176,2.7971714998043566,0.8873842393116714
Fynbos,-33.340790612112535,18.458,0.034671338629314964,3.059725367731988,1.1331519813824005
Fynbos,-32.99438045059876,20.458,0.0455787506665377,2.8265161169710726,1.6125416866676285
Fynbos,-31.695342344922103,19.058,0.04207316420839178,4.128998343072184,1.018967815256792
Fynbos,-33.77380331400475,22.658,0.049836490968151466,5.170039442923632,0.9639479837308392
Fynbos,-32.734572829463424,20.658,0.05567182334201158,3.1013335373018345,1.7950930679467052
Fynbos,-33.25418807173409,18.258,0.08537213223350149,4.074520774013192,2.095268056503596
Fynbos,-34.033610935140075,20.858,0.1553807301361282,6.260006354993398,2.4821177699314343
Fynbos,-30.22309915848855,18.058,0.012234208171824088,2.5187879801389728,0.4857180623495381
Fynbos,-33.94700839476164,21.858,0.10598805979522635,7.257689121409884,1.4603554660748137
Fynbos,-33.51399569286943,23.658,-0.0143964201167343,3.359516206836294,-0.4285265862816486
Fynbos,-33.0809829909772,18.258,0.07330034561921576,3.765131140765221,1.9468205190940118
Fynbos,-32.38816266794964,21.458,0.03516922933976375,2.28953240646421,1.5360878597074146
Fynbos,-33.600598233247865,25.058,0.027819742333797512,6.690441493084619,0.4158132518243016
Fynbos,-32.99438045059876,19.258,0.10524067621848064,5.463817008974967,1.926138376259863
Fynbos,-32.30156012757121,18.858,0.09528453705271696,4.264315554223189,2.2344626198769784
Fynbos,-33.6872007736263,18.858,0.08363050072374874,5.0665349435229565,1.6506449014165339
Fynbos,-33.340790612112535,20.458,0.03874254333471151,2.480282315674158,1.5620215122237415
Fynbos,-34.55322617741074,20.058000000000003,0.10332162279754051,5.523109255203973,1.8707148097819901
Fynbos,-32.214957587192764,18.658,0.027693761645129593,2.722487894654457,1.0172225815771545
Fynbos,-34.033610935140075,19.658,0.07424484307147683,7.160605431035576,1.0368514755705434
Fynbos,-33.25418807173409,20.258,0.03985336919253503,2.3909382551950635,1.6668506225930795
Fynbos,-32.561367748706544,20.658,0.02007206801607058,2.211566051525581,0.9075952310908588
Fynbos,-34.72643125816764,20.058000000000003,0.1021619644556845,4.38475439244892,2.3299358484393067
Fynbos,-34.38002109665386,21.258000000000003,0.044508919717024274,5.179689670752829,0.8592970341127646
Fynbos,-33.94700839476164,20.658,0.1280242719525551,7.153266903555112,1.7897315125894178
Fynbos,-34.033610935140075,19.258,0.11800904215718722,8.040328247276607,1.4677142341440954
Fynbos,-33.42739315249098,19.858,0.043259861019049654,2.5654517405482062,1.6862473121324644
Fynbos,-34.12021347551853,19.858,0.11094171569918479,7.208058173496632,1.539134577286117
Fynbos,-32.47476520832809,20.458,0.01385368103655066,2.625968533209197,0.527564624684214
Fynbos,-32.12835504681432,21.658,0.007787484888702159,2.2862968532374457,0.3406156500488951
Fynbos,-32.734572829463424,19.458,0.02841868228050492,2.5532188527398776,1.1130531270364319
Fynbos,-30.309701698867,17.857999999999997,0.011435594325079228,2.8616469456522964,0.39961583459669403
Fynbos,-34.20681601589696,18.858,0.0037111084760437477,5.894684250650877,0.06295686619065263
Fynbos,-33.42739315249098,19.458,0.09800821439634799,5.418479706562356,1.808776994728791
Fynbos,-34.12021347551853,19.458,0.14802406317708441,6.025928190608959,2.4564524915476236
Fynbos,-33.25418807173409,19.058000000000003,0.08269775788033602,5.78974441692638,1.428349024156718
Fynbos,-31.868547425678987,19.858,0.017836069425795964,2.8636857792337107,0.6228361210275204
Fynbos,-34.29341855627543,19.858,0.15453830628522533,4.73180153801726,3.265950717577657
Fynbos,-33.860405854383195,23.658,0.03359198549916988,9.489912673992807,0.3539757071867376
Fynbos,-33.340790612112535,19.258,0.11369787148461377,7.557155129663556,1.5045062531312043
Fynbos,-33.340790612112535,22.458,-0.02900741084315048,3.70396866968271,-0.7831440660008423
Fynbos,-33.860405854383195,20.458,0.052776155126656475,3.390029339288994,1.5568052616832353
Fynbos,-32.12835504681432,20.058000000000003,0.02436269293410687,2.254598816784726,1.080577739717366
Fynbos,-32.38816266794964,19.058000000000003,0.024284952675825585,5.376668505826032,0.451672864888564
Fynbos,-34.38002109665386,20.058000000000003,0.14956337338832787,4.453857843529637,3.358063473121549
Fynbos,-34.033610935140075,21.658,0.0393789381624451,5.082169490141585,0.7748450388920035
Fynbos,-33.0809829909772,19.058000000000003,0.057538971857293,5.843333743436826,0.9846942581693232
Fynbos,-32.041752506435884,18.658,0.039141719186363146,3.760274640220362,1.0409271378132459
Fynbos,-32.214957587192764,20.258,0.018662461825479572,2.9824824054702197,0.62573585652175
Fynbos,-34.033610935140075,24.858,0.056994512273629894,5.614561585244453,1.0151195495551486
Fynbos,-33.25418807173409,25.458,0.013405392751617682,6.459437490200718,0.2075318906941095
Fynbos,-33.340790612112535,21.258000000000003,0.020315055573776816,2.949553719784147,0.688750146759948
Fynbos,-32.47476520832809,19.258,0.012158873654161762,3.1611760927535846,0.3846313301569548
Fynbos,-33.42739315249098,21.858,0.039823292557040854,5.606588511803048,0.7102945485156338
Fynbos,-32.734572829463424,18.258,0.053700848659738155,2.302891306181882,2.331888114544685
Fynbos,-34.12021347551853,21.858,0.06179487622434474,5.172226387464099,1.1947442280198077
Fynbos,-33.77380331400475,23.458,0.046867330647719245,8.023606655813648,0.5841179990267927
Fynbos,-33.42739315249098,21.458,0.011461466348002665,4.593745285056125,0.2495015643398398
