Lat,Lon,Mean_SOC,SOC_Change_Percent
-30.829316941137662,27.458,33.60833114182101,0.31490837340828637
-27.5384204067568,28.258000000000003,64.02727964691904,-5.611476828485737e-07
-26.93220262410769,28.458,43.78301032448223,3.160927513400897
-29.530278835461008,29.258,50.890569278754555,-0.006815973126102677
-27.01880516448613,29.058000000000003,41.19245007692307,0.6803478897262312
-27.365215325999905,28.658,38.49861673005477,-0.2629182681152877
-27.19201024524301,28.258000000000003,38.41661049443072,3.4214933540784567
-25.71976705880947,29.658,50.085998427987,-0.8971303078255585
-26.325984841458578,26.658000000000005,19.01397767335015,0.3102196191166782
-28.231240729784343,30.258000000000003,35.88489603373493,-0.1500649385732423
-31.262329643029883,27.258000000000003,36.28370723294683,-0.003605875573928671
-31.002522021894546,27.058000000000003,19.581474254658403,0.04675868196382951
-26.412587381837024,26.458,17.56081730980225,-8.857992121690111e-08
-24.07431879161904,29.858,21.6848530046043,1.2708798152476175
-31.34893218340833,29.058000000000003,73.95814467986774,-0.05802401726930324
-25.89297213956636,28.858,29.224320712048744,-1.8145394509140371
-32.30156012757121,28.058,41.210274216971506,-1.3039288831176108
-28.664253431676563,25.658,17.585902324541884,-1.5346789102960765e-07
-31.175727102651447,27.858,41.436742691174636,-0.12722386791580156
-32.561367748706544,27.058000000000003,36.62808754777706,-0.5775225326419565
-31.08912456227299,26.058000000000003,19.776032461169653,-0.22112061475023978
-30.48290677962389,26.658000000000005,23.548932197256043,5.09702869437863e-07
-27.62502294713524,30.457999999999995,33.76721229575874,0.0977838292957481
-25.979574679944808,30.658,50.51812733247128,-0.7406988660998626
-29.79008645659633,29.858,50.30676862481583,-1.2773003833147452
-27.971433108649013,28.058,39.81263042160129,0.15215872430809865
-26.67239500297235,27.458,23.58326733455896,-0.10487496289218123
-28.40444581054123,28.258000000000003,29.512604499695637,0.0194969212806722
-27.5384204067568,29.058000000000003,36.675600233273265,-0.19546562107887372
-26.93220262410769,29.658,27.185852085448946,-0.2680891835705264
-28.1446381894059,26.858,16.978363863267045,-0.0038530073730471976
-29.616881375839444,26.258000000000003,20.195182362053856,-0.07260660695832116
