Lat,Lon
-27.3535,32.22422222
-27.43172222,32.22188889
-27.59491667,32.59758333
-27.69125,32.26205556
-27.083,32.09297222
-27.20458333,32.54952778
-27.457,32.28838889
-27.58613889,32.53697222
-27.32122222,32.16375
-27.69527778,32.28025
-27.64013889,32.22530556
-27.08561111,32.49152778
-27.62469444,32.29905556
-27.66102778,32.29813889
-27.61916667,32.19366667
-27.49013889,32.25902778
-27.66619444,32.30777778
-26.88780556,32.2345
-27.63888889,32.15694444
-27.47433333,32.54258333
-27.46730556,32.13155556
-27.45661111,32.54036111
-26.92266667,32.63769444
-26.95252778,32.67580556
-27.10361111,31.98277778
-26.86561111,32.24266667
-27.68241667,32.24008333
-27.60855556,32.28888889
-27.23502778,32.17216667
-27.62861111,32.17822222
-26.95466667,32.49747222
-26.93327778,32.61022222
-27.30919444,32.57811111
-27.65783333,32.11016667
-26.97527778,32.44630556
-26.88677778,32.31255556
-27.10127778,32.15666667
-27.6335,32.61422222
-27.07722222,32.58083333
-26.93327778,32.09213889
-26.94916667,32.65275
-27.634,32.25847222
-26.88783333,32.2345
-26.88680556,32.28388889
-27.00286111,32.42791667
-27.05547222,32.13894444
-27.72516667,32.28369444
-27.73627778,32.36
-27.67441667,32.21447222
-27.38997222,32.23425
-27.39958333,32.19741667
-27.64791667,32.18305556
-27.02416667,32.43322222
-26.98761111,32.46275
-26.89341667,32.00569444
-27.0,32.0
-26.9835,32.30419444
-27.43916667,32.53825
-27.62452778,32.24830556
-26.91347222,32.35133333
-27.56619444,32.61372222
-27.29463889,32.60477778
-26.91083333,32.30863889
-26.96283333,32.65827778
-26.91297222,32.62983333
-27.70525,32.28475
-27.70188889,32.39436111
-27.43983333,32.34330556
-27.59638889,32.20861111
-27.64972222,32.50225
-26.95558333,32.62855556
-27.6055,32.22313889
-27.61755556,32.62755556
-27.61008333,32.20805556
-27.33408333,32.25677778
-26.99255556,32.60838889
-26.98291667,32.501
-27.55580556,32.28355556
-27.61722222,32.28786111
-26.97836111,32.42802778
-27.66183333,32.24241667
-27.29383333,32.17297222
-27.73997222,32.28536111
-27.16877778,32.08544444
-27.66075,32.27155556
-26.90527778,32.30327778
-26.90591667,32.28455556
-27.35025,32.14352778
-26.93475,32.64772222
-27.65280556,32.31238889
-27.45733333,32.22402778
-26.95669444,32.51794444
-26.96108333,32.33116667
-27.47825,32.47525
-27.00647222,31.99563889
-27.27308333,32.53636111
-26.88458333,32.60397222
-26.97008333,32.48041667
-27.76425,32.32630556
-27.489,32.19902778
-27.62683333,32.21861111
-27.10469444,32.22386111
-27.47180556,32.25766667
-26.92519444,32.82941667
-27.59219444,32.50688889
-26.96836111,32.64363889
-27.44477778,32.11088889
-26.90411111,32.60869444
-27.65575,32.19941667
-27.21738889,32.17797222
-27.58288889,32.619
-27.49547222,32.17811111
-26.87147222,32.29947222
-26.89366667,32.25897222
-26.93463889,32.34544444
-27.68380556,32.39047222
-27.55029,31.3939
-27.54317,31.68385
-27.53263,31.85493
-27.49502778,32.18705556
-27.47405556,31.94797222
-27.39469444,31.82891667
-27.50702778,31.96502778
-27.60091667,32.01283333
-27.346,31.452
-27.14855556,32.207
-27.345,31.577
-27.33605556,31.735
-27.49497222,32.15002778
-31.49311111,23.935
-31.07177778,24.13152778
-31.41616667,24.21283333
-31.41233333,23.86897222
-31.27355556,23.70036111
-30.84580556,24.31547222
-31.62316667,24.06161111
-31.82125,24.93191667
-31.55944444,24.77894444
-31.78583333,24.46280556
-31.22811111,23.26469444
-31.34938889,23.39305556
-31.79005556,24.37461111
-32.02519444,24.62302778
-31.53741667,24.53963889
-31.81422222,24.60163889
-31.87575,24.7585
-31.42538889,24.67330556
-31.45783333,24.68283333
-32.20869444,24.64313889
-32.20886111,24.64872222
-31.06038889,23.46669444
-32.57205556,24.04986111
-32.46002778,24.83172222
-31.13955556,23.565
-31.79922222,24.73263889
-30.94952778,23.58938889
-31.76988889,24.91747222
-31.61591667,24.66816667
-31.87186111,24.66236111
-31.72247222,24.50469444
-31.88527778,24.81094444
-31.62422222,24.7505
-31.83130556,24.27280556
-32.50916667,24.53763889
-31.89444444,24.97486111
-31.844,24.50691667
-31.51891667,24.69594444
-31.80244444,24.23291667
-31.18219444,23.30697222
-31.71925,24.69636111
-31.98319444,24.69566667
-31.64163889,24.65630556
-32.23583333,24.6385
-31.69127778,24.55227778
-32.19288889,24.82327778
-32.04502778,24.20558333
-32.04702778,24.36997222
-32.42208333,24.30336111
-32.69536111,24.26427778
-32.15777778,24.26102778
-32.24983333,23.99047222
-32.42313889,24.33825
-32.58069444,24.38741667
-32.55341667,24.27005556
-32.53866667,24.52105556
-32.50955556,23.815
-32.26747222,23.69405556
-32.06505556,24.824
-32.38763889,24.21880556
-32.766,24.13758333
-32.52727778,24.10491667
-32.12569444,24.17502778
-32.41461111,24.01788889
-32.41413889,24.81419444
-32.33608333,23.96641667
-32.62566667,24.40311111
-32.16502778,24.2355
-32.46105556,24.09069444
-32.54344444,24.66505556
-32.47763889,23.79152778
-32.67355556,24.11388889
-32.67169444,24.52944444
-32.18097222,24.46883333
-32.18191667,24.56172222
-32.48005556,24.76769444
-32.55147222,23.96091667
-32.59097222,24.15672222
-32.58088889,24.46361111
-32.30319444,24.29486111
-32.10191667,24.60966667
-32.57552778,23.88458333
-32.50941667,24.53758333
-32.35191667,24.29725
-32.68791667,24.47822222
-32.07902778,24.70047222
-32.67858333,24.34222222
-32.43233333,24.15586111
-32.27583333,24.24275
-32.45788889,24.45258333
-32.17455556,24.12144444
-32.21427778,24.33775
-32.00558333,24.34230556
-32.45697222,23.87325
-32.52136111,24.50755556
-32.46719444,23.64816667
-32.49327778,23.70686111
-32.497,24.79825
-32.51263889,24.86816667
-32.36255556,24.06894444
-32.32183333,24.56094444
-32.21811111,24.77241667
-32.38027778,23.79316667
-32.69972222,24.32219444
-32.28669444,24.03602778
-32.57988889,24.62613889
-32.24144444,24.22436111
-32.34291667,24.89941667
-32.65522222,24.02219444
-32.04572222,24.85313889
-32.62122222,24.77494444
-32.34277778,23.75647222
-31.93263889,23.89708333
-32.05055556,24.07975
-32.294,23.34241667
-31.802,23.55230556
-32.26525,23.56669444
-31.94425,23.70583333
-31.85683333,23.75897222
-32.08236111,23.43872222
-31.78013889,23.96222222
-32.18138889,23.84169444
-31.7985,23.73905556
-31.97719445,23.56955556
-31.88538889,23.28238889
-31.76897222,24.02552778
-31.69816667,23.59794444
-31.92522222,23.45330556
-32.19783333,23.30727778
-32.04461111,23.64141667
-31.71772222,23.78619444
-31.74361111,23.45675
-32.20588889,23.65375
-32.01788889,23.8105
-31.83402778,23.47416667
-32.5423521,24.39857078
-32.51164627,24.29944728
-32.42413667,24.84458755
-32.32944912,24.38817562
-32.11614963,24.72490156
-32.01158411,24.7142991
-32.17191808,24.58980354
-32.36672888,24.88649417
-32.28875165,24.4550318
-32.35525707,24.30752073
-32.46627705,24.2711927
-32.20951009,24.16205601
-32.20784693,24.23972908
-32.22947927,24.63523764
-32.42956125,24.68641846
-32.15333121,24.6287729
-32.78064539,24.28904855
-30.67888889,29.03166667
-30.69638889,29.12472222
-30.74333333,29.05222222
-30.61388889,29.07555556
-30.75583333,29.01222222
-30.55666667,29.07472222
-30.74138889,29.06694444
-30.78861111,29.00055556
-30.73277778,29.01944444
-30.61389,29.07556
-30.70194444,29.03666667
-30.66833333,29.0375
-30.60777778,29.08111111
-30.57083333,29.04916667
-30.70333333,29.08472222
-30.64805556,29.03944444
-30.79694444,29.00888889
-30.5725,29.08305556
-30.63944444,29.06388889
-30.57416667,29.08166667
-30.64472222,29.08527778
-30.60111111,29.08194444
-30.63944,29.06389
-30.6925,29.03
-30.70305556,28.26916667
-30.26638889,28.37861111
-30.59444444,28.31472222
-30.46305,28.65055
-30.615,28.51722
-30.40305556,28.41083333
-30.25556,28.54972
-30.16611111,28.69611111
-30.27083,28.73889
-30.20972222,28.73166667
-30.33972222,28.255
-30.68694444,28.67138889
-30.29194,28.37333
-30.69416667,28.74194444
-30.93777778,28.68194444
-30.92305556,28.72888889
-30.455,28.46222222
-30.9225,28.86555556
-30.22222,28.52833
-30.3725,28.52278
-30.42277778,28.7025
-30.34777778,28.67
-30.25555556,28.54972222
-30.29444444,28.355
-30.60722222,28.41777778
-30.72944444,28.71722222
-30.30055556,28.68444444
-30.55972222,28.73361111
-30.66944444,28.44277778
-30.76888889,28.52444444
-30.615,28.51722222
-30.24166667,28.86138889
-30.5525,28.45777778
-30.23055556,28.86333333
-30.29194444,28.37333333
-30.8075,28.86027778
-30.17055556,28.59027778
-30.63166667,28.42083333
-30.865,28.92222222
-30.85166667,28.51111111
-30.90277778,28.89888889
-30.55583,28.51917
-30.73611111,28.52472222
-30.6675,28.86333333
-30.88694444,28.64611111
-30.57361111,28.40972222
-30.71166667,28.855
-30.92777778,28.62972222
-30.84027778,28.54222222
-30.34361111,28.30611111
-30.70444444,28.91972222
