Lat,Lon
-25.91063889,29.86244444
-26.39072222,27.33144444
-27.81058333,27.88483333
-26.94186111,29.52586111
-27.11438889,28.64369444
-26.18077778,29.17494444
-26.90447222,27.95694444
-26.04505556,27.40952778
-26.90216667,29.22908333
-26.20180556,28.56172222
-25.63694444,28.29138889
-27.79661111,29.27591667
-25.83977778,29.71316667
-26.21652778,29.02202778
-26.42975,30.31683333
-25.63972222,28.29277778
-25.861,28.93475
-24.55180556,27.18916667
-26.65286111,29.33386111
-25.32922222,27.82241667
-27.38216667,29.42869444
-26.467,30.29277778
-26.55266667,26.92033333
-25.542,28.4385
-26.86758333,28.13113889
-26.38833333,26.93783333
-26.41927778,28.66491667
-25.66061111,27.47772222
-24.72772222,27.06819444
-25.78583333,29.68855556
-25.64875,28.26527778
-27.64102778,27.98394444
-26.85716667,29.48666667
-25.64738889,28.27125
-26.44947222,29.95047222
-26.232,27.57147222
-27.81038889,28.11505556
-28.33013889,28.23097222
-26.60058333,26.844
-26.90088889,28.46902778
-27.18594444,27.82872222
-24.21161111,27.0215
-27.039,27.73675
-26.33919444,29.94211111
-25.00311111,26.91777778
-25.00963889,27.68619444
-26.104,27.58816667
-26.63469444,28.92366667
-27.21511111,27.83719444
-26.62613889,29.81619444
-26.71116667,27.72188889
-26.12341667,29.56413889
-26.04597222,28.82872222
-26.44694444,28.74841667
-25.51025,27.72133333
-26.9765,29.76283333
-24.77436111,27.21055556
-27.04313889,28.7625
-25.46527778,27.64769444
-27.74719444,28.38780556
-26.19761111,29.38930556
-28.15722222,28.29741667
-26.32352778,30.38591667
-27.19744444,29.50522222
-26.62530556,26.90663889
-25.88783333,26.90694444
-27.60016667,28.29466667
-25.8065,27.84747222
-25.99669444,27.30119444
-25.65922222,28.79952778
-26.34075,28.94475
-25.56319444,27.62588889
-26.44836111,26.67722222
-26.17880556,28.93130556
-25.3975,27.60308333
-27.13741667,27.21713889
-25.14527778,27.65252778
-26.58608333,27.12097222
-26.44313889,28.63875
-27.06863889,27.04741667
-27.49883333,28.43661111
-26.55425,30.03561111
-27.28119444,29.89425
-27.16302778,28.75991667
-25.64758333,28.25863889
-27.87230556,28.72208333
-26.47419444,29.50441667
-26.26741667,28.70072222
-25.63888889,27.75930556
-25.58527778,28.02166667
-24.75736111,27.945
-26.19552778,27.41072222
-26.04947222,27.43316667
-26.70386111,28.50755556
-26.14358333,28.53327778
-26.57425,29.53075
-25.71127778,27.62913889
-26.43622222,28.98711111
-26.12994444,26.42041667
-26.70469444,28.84413889
-26.04288889,29.32969444
-26.03588889,28.10883333
-26.01936111,29.01305556
-26.34277778,27.90072222
-28.07313889,27.99041667
-26.57030556,27.90341667
-25.8805,28.70538889
-25.83655556,29.70169444
-26.33822222,28.46419444
-26.10541667,28.20722222
-26.69119444,28.98488889
-26.36613889,27.43947222
-26.27977778,28.66647222
-26.09366667,29.21336111
-26.81394444,28.02075
-25.95311111,29.91944444
-25.79622222,28.52986111
-25.88797222,26.16566667
-25.497,27.76811111
-27.92708333,28.95988889
-26.91188889,29.88419444
-26.52144444,28.92825
-27.38911111,29.40611111
-24.49722222,26.67391667
-26.55111111,30.03233333
-27.06186111,27.72094444
-26.54347222,28.83175
-25.90194444,29.18833333
-27.22408333,27.53608333
-27.36216667,27.26286111
-25.51727778,27.67444444
-26.05702778,27.70497222
-26.40136111,30.35094444
-27.05933333,29.91286111
-25.40069444,28.89922222
-26.60011111,29.37308333
-27.02708333,29.81752778
-27.79941667,29.36422222
-28.29591667,28.21086111
-24.36161111,27.07644444
-25.61447222,29.10936111
-25.80225,28.67122222
-26.41308333,29.36652778
-26.20961111,29.57997222
-25.73205556,27.28208333
-25.70816667,28.47605556
-25.27438889,28.02805556
-24.60788889,27.67733333
-26.44594444,28.57116667
-26.77552778,28.25452778
-25.71866667,27.73438889
-27.9205,28.64719444
-26.26344444,26.51258333
-26.93963889,29.48247222
-26.99013889,27.70163889
-27.82197222,28.28961111
-25.02927778,28.12222222
-26.02811111,28.56080556
-25.92291667,29.17444444
-25.65030556,28.25713889
-25.9465,26.19169444
-26.44083333,28.31322222
-25.72116667,28.78088889
-26.39669444,29.24997222
-26.43408333,27.74447222
-26.34858333,29.62741667
-26.82633333,29.06708333
-25.9945,27.60413889
-26.76836111,30.25191667
-27.28886111,27.45433333
-26.36516667,27.55425
-26.05216667,29.59266667
-25.95647222,27.40005556
-26.54088889,30.41305556
-27.45980556,28.58180556
-26.07047222,28.94086111
-28.38388889,28.48816667
-25.72383333,28.70147222
-27.86869444,28.28133333
-25.99363889,29.98941667
-27.89786111,28.17033333
-24.88161111,26.75505556
-26.91036111,28.0645
-27.88808333,28.06244444
-25.66827778,27.80016667
-26.85316667,27.80991667
-26.78536111,29.77719444
-27.09686111,30.18411111
-27.40727778,28.78491667
-28.32327778,28.65505556
-28.02002778,28.41155556
-26.60461111,27.11061111
-25.49,27.45547222
-25.64894444,28.25566667
-26.61694444,28.36041667
-26.99038889,27.32625
-26.55647222,30.03080556
-26.17325,29.34569444
-28.09127778,28.28694444
-26.56294444,26.82308333
-27.10341667,27.61941667
-26.63986111,27.75269444
-26.06433333,28.82916667
-27.863,28.34755556
-26.99847222,28.58627778
-27.27111111,29.39911111
-26.60311111,29.81261111
-25.86175,27.30486111
-27.20991667,29.06352778
-27.54455556,28.49083333
-27.21966667,28.63575
-27.24727778,27.50127778
-26.61891667,30.38055556
-26.12897222,26.38747222
-24.80788889,26.60202778
-27.11477778,30.24883333
-26.95525,27.48594444
-26.15825,29.3045
-25.85855556,27.64244444
-26.41605556,29.51008333
-25.43702778,27.41908333
-26.41861111,26.92533333
-26.11475,27.58797222
-25.71905556,27.10919444
-26.60263889,27.90447222
-25.9715,27.94511111
-26.26291667,29.84427778
-27.6025,27.99894444
-24.72375,26.70122222
-26.87347222,28.41211111
-26.44738889,29.59038889
-26.01947222,28.90988889
-26.23577778,28.61966667
-26.10936111,27.58408333
-26.34313889,29.15894444
-26.39744444,29.10233333
-26.84538889,27.62925
-26.95047222,26.87863889
-26.88608333,27.77183333
-25.77758333,29.75866667
-27.46544444,28.78347222
-25.978,28.31747222
-28.16163889,28.2595
-25.88227778,27.44947222
-26.40544444,29.81733333
-26.38925,27.02077778
-25.63694444,28.29444444
-25.94655556,29.77647222
-26.17708333,29.35502778
-26.32586111,29.45844444
-25.6425,28.29138889
-26.78455556,27.67541667
-26.02802778,26.92330556
-27.69841667,29.06688889
-27.49869444,29.44511111
-27.08230556,27.76747222
-27.39911111,27.52605555
-28.09763889,28.4115
-28.20636111,28.05522222
-27.88527778,28.58002778
-26.56186111,30.04741667
-28.04225,27.93522222
-26.15488889,28.73213889
-25.7045,27.62469444
-26.76744444,28.97983333
-27.80041667,29.21258333
-27.09011111,28.90036111
-26.52269444,29.24852778
-26.17494444,28.67677778
-27.27433333,30.02025
-25.76811111,29.09005556
-26.12477778,29.76152778
-26.10402778,28.508
-27.58413889,28.25855556
-26.97297222,29.52991667
-25.52461111,27.76241667
-26.65713889,28.88866667
-26.61697222,29.19966667
-26.17877778,29.13497222
-26.51616667,28.67319444
-26.47211111,27.88044444
-26.4805,27.42302778
-28.38938889,28.28044444
-26.0215,29.04388889
-24.61155556,26.70427778
-27.2245,27.56011111
-26.55883333,27.80311111
-27.17497222,28.35441667
-27.13452778,29.25225
-27.09358333,27.36930556
-26.42947222,26.87869444
-26.42641667,27.21308333
-26.31580556,29.60752778
-26.32916667,29.06241667
-27.806,28.51080556
-25.68675,28.65730556
-25.84283333,26.71977778
-26.53611111,26.72913889
-27.03102778,29.79458333
-26.68,30.37941667
-25.79158333,28.53616667
-26.64244444,29.69075
-25.62458333,28.89461111
-24.29630556,27.05877778
-26.59113889,29.80475
-26.28252778,29.31425
-25.53222222,27.40983333
-26.61069444,28.68633333
-25.84466667,28.75841667
-27.21841667,27.64202778
-26.26702778,27.70155556
-25.49830556,28.67205556
-26.19283333,29.74733333
-27.61363889,27.86027778
-26.89761111,27.77794444
-26.03508333,29.58291667
-26.32608333,26.87019444
-25.83602778,26.67858333
-26.28422222,28.53233333
-25.90730556,26.94697222
-25.97519444,29.77372222
-26.95327778,28.61797222
-27.2595,28.22380556
-26.29002778,28.14652778
-27.19116667,28.61536111
-27.75477778,28.05641667
-25.56327778,27.77277778
-27.07644444,29.32741667
-26.85811111,28.37780556
-25.81297222,27.75238889
-26.89622222,29.88005556
-25.65008333,28.26825
-25.62419444,28.03422222
-27.49591667,28.55061111
-24.84863889,27.48941667
-27.65941667,28.15530556
-25.12391667,28.56513889
-26.39966667,28.94177778
-26.21980556,28.909
-25.66561111,27.70411111
-25.92361111,27.13066667
-25.67377778,27.67280556
-26.15316667,28.68955556
-25.98236111,29.47072222
-25.982,27.03525
-25.07577778,27.06733333
-26.25927778,29.85666667
-27.30513889,28.21488889
-27.22152778,29.03183333
-25.68044444,28.36038889
-26.60788889,29.05686111
-26.17683333,26.34275
-25.53144444,27.82516667
-26.43469444,29.89286111
-27.719,28.35358333
-27.80422222,28.46825
-26.49138889,26.97311111
-26.68380556,28.93908333
-26.38166667,28.35222222
-26.839,27.71647222
-26.33202778,27.93608333
-27.48197222,28.16261111
-27.36183333,27.48591667
-27.63777778,27.51686111
-26.96894444,26.93825
-26.04483333,28.25666667
-26.98613889,27.45097222
-27.22058333,27.74177778
-26.88,27.50241667
-26.78094444,27.97433333
-26.85136111,27.89983333
-27.03916667,27.45230556
-26.04616667,28.26416667
-27.21825,28.485
-26.38033333,28.34769444
-27.07744444,27.17488889
-26.92616667,27.52925
-26.75380556,27.59388889
-27.12352778,28.45919444
-27.43719444,27.46125
-26.16858333,29.48180556
-27.45063889,28.32211111
-26.89975,26.95
-26.05394444,28.27061111
-27.16475,27.03430556
-27.29233333,28.14997222
-27.57986111,27.77566667
-27.30155556,27.58155556
-27.78213889,27.72372222
-27.05505556,27.53544444
-26.92311111,27.74119444
-26.98625,28.11113889
-26.38977778,28.35072222
-27.58497222,28.24038889
-26.43041667,28.50983333
-26.15133333,29.48325
-27.40577778,27.55880556
-27.0505,26.97180556
-26.97644444,28.06261111
-26.96647222,27.10380556
-26.16447222,29.49227778
-27.51633333,28.0715
-26.98783333,27.65230556
