Country,Site,Cluster,Plot,Latitude,Longitude,Depth,pH,Percent_N,Percent_C,Percent_Inorg_C,Percent_Org_C,Am.Ox.Al,Am.Ox.Fe,AmOx.Mn,AmOx.P,Olsen.P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,As.75,Se.78,Mo.95,Cd.114
Tanzania,Itende,12,9,-6.8615551,34.21341324,Topsoil,6,0.06,0.77,0,0.77,453.061,963.004,86.93,8.593,1.78,3.56,1.08,0.249723205,0.701070558,0.259811994,3.750966435,8007.027371,339.5431445,3.800527829,10.10556817,2.71147675,4780.460441,629.7841998,411.0047649,134.9558743,90.99113233,3.709407833,46.37284134,6.329843096,34.0225351,7.844228361,0.66548015,0.48507252,0.045412523,0.006876095
Tanzania,Itende,12,10,-6.85943317,34.2136116,Topsoil,6.05,0.05,0.72,0,0.72,370.235,500.482,115.369,5.229,1.3,2.54,1.5,0.173604454,0.427316801,0.029182665,0.772868827,4586.536741,461.1389443,2.700915164,11.87438739,2.982879624,3261.20254,476.2368452,315.1049281,154.609625,24.40721675,3.958684051,49.50838457,6.123647169,25.16884917,6.528746718,0.439681693,0.399213808,0.088864976,0.006631568
Tanzania,Itende,13,3,-6.91910315,34.23962784,Topsoil,6.6,0.07,0.94,0,0.94,1063.711,558.79,265.138,24.095,1.9,4.14,3.51,0.390425933,1.102865358,0.013717089,8.957258945,17095.15463,987.0814499,6.721087786,61.26694273,9.294085372,11857.80277,827.5780855,555.6331847,349.362609,37.44052308,15.36090156,86.17787475,7.234438662,52.15309805,11.60222788,0.320422874,0.401552125,0.130575541,0.010554804
Tanzania,Itende,13,7,-6.92189694,34.23787689,Topsoil,6.41,0.04,0.71,0,0.71,502.764,169.607,154.723,10.389,1.28,2.54,1.92,0.141682743,0.355860565,0.062559879,6.54152133,6382.576999,701.1203107,2.113273134,7.872775895,1.373403436,2888.189005,437.5079625,233.0351013,189.9753898,23.37089255,2.526894576,39.5822317,3.326533256,23.2031237,6.328117878,0.034610156,0.12700569,0.041805691,0.010782289
Tanzania,Itende,13,8,-6.91946697,34.24219131,Topsoil,7.93,0.07,1.01,0.1,0.95,1529.805,1178.041,132.886,22.576,2.58,7.93,14.66,0.207346512,2.937551615,0.122748745,22.0161828,32426.98281,5064.917276,6.479142538,46.05772692,11.83602687,15082.25639,527.4545882,1869.067419,189.8057079,135.0825264,23.6849552,54.39481102,5.54261079,74.11821699,15.93638751,0.42071336,0.308799725,0.082088043,0.01093421
Tanzania,Itende,14,2,-6.89567518,34.23891068,Topsoil,6.32,0.04,0.69,0,0.69,369.96,442.799,107.174,10.402,1.4,2.35,2,0.139679829,0.426712303,0.038557589,3.727989835,4587.45002,748.4072235,1.943705495,12.32364309,2.45009008,3795.077437,393.5506148,289.0502052,155.6479448,36.66046073,3.194423826,39.42660569,2.740783988,22.99657315,7.278949239,2.542122481,0.15128794,0.057007348,0.007237006
Tanzania,Itende,14,3,-6.90033197,34.2340889,Topsoil,6.34,0.1,1.7,0,1.7,1450.982,656.242,164.354,90.745,8.02,9.36,4.84,0.248705788,1.19100388,0.008223859,10.72084455,17394.69723,1259.743861,3.470535393,6.254837684,2.118045229,9909.162834,1908.530543,1114.7576,281.0754318,45.34415531,3.501728513,263.0685392,14.20054047,66.54552985,34.97568278,1.750280788,1.029538424,0.199502815,0.015229127
Tanzania,Itende,14,4,-6.90167284,34.23640823,Topsoil,6.2,0.04,0.72,0,0.72,1032.931,252.278,133.956,18.859,1.14,2.86,1.52,0.163082255,0.437000628,0.020282539,7.977918683,10976.1237,447.3646649,2.13050457,6.749390382,1.919998997,4754.039973,746.0460309,258.4769469,204.3072043,23.87096073,3.194010988,90.95088686,10.36869737,24.05087147,11.95496539,0.844198738,0.659856299,0.228972153,0.003996415
Tanzania,Itende,14,8,-6.90337706,34.23794174,Topsoil,6.18,0.04,0.55,0,0.55,479.529,750.46,65.044,8.861,1.04,2.36,1.62,0.128075253,1.314836758,0.032513364,7.124293022,7455.734412,1021.455195,3.904894135,68.94853991,3.823026923,5666.4175,422.7741485,1126.954906,97.0015489,91.44502546,16.16718087,37.20070506,4.517824242,20.45299765,6.549147079,1.539232542,0.289966432,0.077093412,0.004982084
Tanzania,Itende,14,10,-6.90026188,34.23667908,Topsoil,6.44,0.04,0.66,0,0.66,1329.737,280.741,129.486,16.011,1.34,2.77,1.45,0.17045299,0.505585455,-0.00090375,3.538120278,12362.98866,427.7666883,2.489863756,8.671655459,2.216384076,5288.52002,823.6224807,235.4580153,211.9577341,36.52980685,3.94712527,92.12589517,11.43070944,24.38333164,12.01715192,0.807912413,0.637065996,0.135873523,0.006268629
Tanzania,Itende,16,1,-6.85595989,34.24635315,Topsoil,6.55,0.15,1.96,0,1.96,1490.34,1695.799,602.511,26.951,2.88,9.95,7.2,0.378895461,5.177586429,0.02914109,13.56473496,40943.50883,4593.652384,29.44260452,308.7756144,53.70001738,48581.43794,479.5921116,2357.937304,841.0664467,153.3989029,95.32268697,107.2413772,2.558235498,117.6156196,29.2760822,1.189360765,0.415892258,0.076474539,0.031722069
Tanzania,Itende,16,2,-6.85962009,34.24229813,Topsoil,6.5,0.09,1.14,0,1.14,1546.45,1474.152,383.029,15.687,1.86,6.93,5.57,0.369150993,3.062379389,0.052987513,12.55562019,33907.73984,2226.305911,19.68610893,175.5964872,34.08291507,39989.80148,740.5251099,1490.143741,579.5745073,77.19528419,52.37777952,85.98357807,10.08409702,71.44018693,27.26575104,1.923149134,0.451377947,0.036119516,0.020599029
Tanzania,Itende,16,4,-6.85880518,34.24707031,Topsoil,6.55,0.12,1.68,0,1.68,2053.078,1303.525,577.257,29.606,1.94,7.41,4.26,0.512602278,2.719031895,0.030911658,13.79986288,33849.03878,1613.503783,23.06907284,192.6811196,27.3017757,39043.49672,821.2164044,815.75937,842.1438699,34.55402536,53.82932758,135.6802974,9.094450524,92.80346986,25.77816635,1.37384397,0.375862146,0.077642791,0.023042468
Tanzania,Itende,16,5,-6.85633707,34.24302673,Topsoil,6.72,0.1,1.29,0,1.29,1364.106,2212.513,364.691,20.525,2.38,7.41,6.43,0.473241604,3.629168829,0.035456004,11.44846397,29298.78731,2831.163326,14.54775782,139.0704158,28.10596498,28091.92342,945.8039956,1532.793349,497.0059088,75.45300938,45.84465133,79.15146246,4.421004606,82.52913621,22.45133483,2.988706812,0.331095685,0.090526245,0.020042784
Tanzania,Itende,16,8,-6.85685492,34.23999786,Topsoil,6.84,0.29,4.61,0,4.61,2369.186,1938.654,778.002,72.327,7.01,18.56,18.93,0.729098963,7.301756197,0.049719519,30.13133858,48640.26439,7010.99071,40.57487008,138.5437001,78.3749672,74426.56539,1208.951134,2940.185802,1184.707433,135.8081557,69.9065353,271.2309474,3.952677596,225.7414911,42.98595817,8.038267747,0.618124164,0.165064952,0.044261269
Tanzania,Itende,16,9,-6.85892296,34.24049377,Topsoil,6.89,0.22,2.92,0,2.92,2284.929,2415.178,857.687,35.129,4.1,14.53,10.01,1.285015694,6.245878038,0.026036383,19.28518541,49597.31646,5497.329025,37.79629012,171.914617,76.83159549,82899.72504,1789.766018,3460.574913,1337.203108,175.6499532,78.06626618,151.7031783,5.262453466,161.7133691,51.02629718,2.384846744,0.480889345,0.082444132,0.053232966
Ethiopia,Dambidolo,1,6,8.57913685,34.9807663,Topsoil,6.08,0.34,6.63,0,6.63,5914.235,4809.353,1213.429,347.511,8.88,43.63,26.41,0.315473182,6.510801456,0.101114891,40.74963623,90247.81188,7102.408221,49.69114955,129.2471815,40.70319225,123225.772,1148.667679,2779.056468,1914.364027,61.79517732,85.16126489,1025.101223,12.9559891,266.650109,71.59394171,2.33467134,1.84784212,0.214130084,0.053199525
Ethiopia,Dambidolo,1,8,8.57438183,34.98114777,Topsoil,6.14,0.39,7.08,0,7.08,5182.74,6411.704,1411.905,1015.135,32.82,84.47,31.49,0.721081165,10.36007362,0.063191371,50.02273395,77779.77481,9161.658837,45.01803222,24.15896371,12.6775166,112967.4082,2319.70857,6415.559172,2230.722465,82.23249023,23.08687954,1559.419887,7.414545791,241.6113189,90.21999689,1.248938459,1.108493687,0.317457894,0.060968388
Ethiopia,Dambidolo,1,9,8.58037663,34.98508835,Topsoil,6.15,0.41,7.08,0,7.08,6350.314,6644.903,1853.152,449.71,10.6,62.59,22.34,0.460118279,8.785408584,0.052759192,42.93236695,85734.38064,6427.223584,59.94638898,131.6728456,35.59056203,117062.678,1618.780427,4652.66416,2901.387735,68.85194755,75.285205,864.8491035,8.287543867,264.8808801,89.01948904,1.27589138,1.275635175,0.099210152,0.059657101
Ethiopia,Dambidolo,2,1,8.60079002,34.98501205,Topsoil,6.59,0.37,7.24,0,7.24,4043.8,3805.58,1064.416,527.565,46.08,86.55,33.68,1.59875247,7.915296002,0.050422584,51.82312195,90323.26767,10644.43997,39.2695362,61.20364435,27.89165664,103943.2749,3725.042976,3273.778561,3040.43473,65.57687865,54.63935069,1876.343095,15.72316748,287.4432285,82.33071686,2.894815126,2.545240305,0.100249635,0.116811969
Ethiopia,Dambidolo,2,6,8.60195828,34.98833084,Topsoil,6.33,0.29,5.08,0,5.08,8137.755364,11747.00553,1736.866083,1408.210621,68.34,275.56,17.12,1.1390565,3.15462807,0.228441775,29.47319041,86142.20274,7219.097737,34.53962327,18.41526213,8.201032115,103848.7211,3014.290868,3890.688091,2351.117466,104.9710586,17.42417577,2016.811856,9.482476656,222.3983418,99.58154816,2.455729824,2.341312674,0.11844729,0.059743004
Ethiopia,Dambidolo,2,8,8.60019302,34.98197937,Topsoil,5.84,0.32,5.73,0,5.73,3163.318,6938.327,444.48,272.107,11.6,340.4,21.82,0.396461961,6.134150818,0.075313235,32.58709377,94747.78049,5245.197545,33.79752608,59.53335971,24.33170746,104010.8232,1700.765622,2581.320821,1410.515815,69.75838439,57.88734343,1115.540651,16.78051301,240.0220806,56.99000284,2.428321875,1.721388785,0.139914353,0.033956974
Ethiopia,Dambidolo,3,1,8.6298523,34.98375702,Topsoil,7.2,0.5,8.67,0,8.67,2087.414,6995.436,740.613,1145.904,171.18,371.11,43.6,2.070841081,9.766804901,0.019679176,62.58571302,60036.98732,16341.68191,42.55348961,67.10705479,29.31917646,96576.08006,3285.20481,4255.93645,2036.308935,60.41286246,51.70783298,2998.841715,10.60925996,359.8555985,112.9225431,2.125631436,1.8863178,0.70605455,0.165900674
Ethiopia,Dambidolo,4,1,8.65487957,34.98785019,Topsoil,6.44,0.4,7.83,0,7.83,2980.468,2766.293,935.898,203.652,8.06,286.03,33.8,0.840852916,7.805946419,0.051876974,49.31219524,77022.40733,9335.746753,42.15096785,70.06989473,23.11651202,105453.4679,2108.487449,2482.231399,2673.273613,55.92042133,49.72810755,1058.29,16.75933218,315.4919065,66.94625263,3.211063051,3.138244658,0.315290033,0.087248375
Ethiopia,Dambidolo,4,8,8.65556717,34.98268509,Topsoil,5.89,0.22,3.53,0,3.53,4310.618054,11397.84288,2348.035379,1277.388174,29,262.69,29.37,1.560678673,6.551349286,0.023744117,41.82456902,75329.19936,4064.882228,38.2945697,24.61741841,12.40184026,117858.9532,1912.089964,3896.491386,2336.907634,92.3062191,16.80931955,1352.620375,12.8443891,197.6985118,111.6739808,2.425869656,2.361295469,0.096115255,0.046309118
Ethiopia,Dambidolo,4,10,8.65034008,34.98177719,Topsoil,6.15,0.3,5.63,0,5.63,4835.010822,11638.30577,1712.865385,811.5890094,63.24,204.98,29.37,1.560678673,6.551349286,0.023744117,41.82456902,57574.1444,8212.899379,31.36144768,39.79607263,16.31218528,78145.38742,3292.125406,3531.437357,2623.89323,64.55444242,24.43889101,1825.364316,14.23156676,254.4416969,87.55661262,3.003212485,2.892759164,0.477784264,0.074113023
Ethiopia,Dambidolo,5,7,8.58142185,35.00011444,Topsoil,6.74,0.11,1.64,0,1.64,642.954,1315.456,309.92,139.778,35.64,79.17,15.94,1.133836603,5.353683306,0.004034245,27.09563674,32928.84924,4847.412934,18.09130952,37.40725919,13.7250804,36592.51304,6549.139205,7359.793275,920.9647323,76.13864519,20.15248876,456.5724776,6.212719995,76.54901446,48.95585956,0.986800221,0.637981624,0.262088294,0.029031946
Ethiopia,Dambidolo,5,8,8.5839653,35.00299835,Topsoil,6.18,0.2,2.95,0,2.95,3879.9689,31225.6597,1781.734453,988.5470781,4.5,64.93,12.79,0.261782865,3.424102529,0.061520457,17.98669458,44575.40098,6357.972483,20.22199337,57.89329229,25.26828967,42667.10034,10221.07856,14931.12037,784.1070742,138.4105034,21.96463737,237.3168798,4.89998928,181.3831058,64.29605342,1.393193507,0.802401582,0.103149613,0.024937142
Ethiopia,Dambidolo,5,10,8.57952976,35.00792694,Topsoil,6.84,0.15,2.94,0,2.94,1124.342,1556.786,462.508,157.714,18.86,112.32,18.29,0.55055516,4.525473376,0.066100032,25.85844723,42469.48474,7368.425027,18.44338912,31.50968184,21.38099432,39005.01602,5137.908538,5004.21094,1303.859188,68.62244001,22.51124292,605.0356468,6.643530781,126.9083561,40.34904713,1.395213724,0.839198017,0.243193578,0.039295767
Ethiopia,Dambidolo,6,2,8.59928799,35.00059891,Topsoil,6.44,0.13,1.85,0,1.85,1778.063717,2247.950561,424.7285675,52.13046796,4.98,62.96,8.19,0.608927899,2.270061533,0.087165784,13.7453324,28349.71774,2288.983834,11.38580493,18.81022658,8.542345619,23403.7971,3809.847432,2824.306668,584.2137682,83.99685043,10.12778884,233.2802067,9.637016886,115.191636,29.33768613,1.173654122,0.839176202,0.165087727,0.006643823
Ethiopia,Dambidolo,6,5,8.59832192,34.99979401,Topsoil,6.48,0.22,3.87,0,3.87,1765.092,1894.527,574.916,217.299,23.42,174.49,19.99,0.501014034,4.787465684,0.058669768,30.77315896,47631.44966,5282.136609,27.96806507,40.36625202,12.21563339,55033.68003,3198.506854,2852.338992,1607.583148,58.28247819,28.24436025,855.9630731,11.8026031,193.4281275,41.15082013,2.038652206,1.412903398,0.476016888,0.025986417
Ethiopia,Dambidolo,6,6,8.60032272,34.9989624,Topsoil,7.17,0.13,1.86,0,1.86,868.093,936.604,218.335,80.965,16.18,92.32,8.29,1.355034922,2.174543296,0.196056079,13.3890186,29440.56916,2209.241214,13.15164483,33.33016188,9.688628914,33718.21419,3886.377885,2638.413184,680.4274865,105.6168006,13.65548882,349.718092,12.16287246,130.064924,45.24129407,1.899504411,1.047475149,0.537206718,0.012408536
Ethiopia,Dambidolo,6,7,8.60511303,35.00479126,Topsoil,6.85,0.17,2.78,0,2.78,983.233,1480.675,519.995,118.126,19.1,103.77,13.41,1.131194328,3.869145384,0.227997722,22.35754347,37783.0681,3754.998874,20.1882509,26.61993149,11.71092079,32134.13227,3875.759731,2133.047244,1332.083603,113.8575861,21.79111599,520.6569365,11.03191114,157.5470055,29.03655271,1.925369016,0.901978214,0.418103125,0.026708241
Ethiopia,Dambidolo,6,8,8.6012516,34.99936295,Topsoil,7.5,0.11,1.62,0,1.62,1435.249,2091.756,264.643,253.878,64.78,191.36,17.24,2.693032714,5.619926083,0.290528632,26.08387239,38736.48856,6757.664228,17.67096795,38.20911204,26.61478946,63376.82842,3558.882825,3283.341402,802.3643791,139.9948166,16.38344077,869.6777784,13.89404948,290.589502,85.88611463,2.658168183,1.774675898,0.827956313,0.018750952
Ethiopia,Dambidolo,6,10,8.60101509,34.99982834,Topsoil,6.96,0.2,2.84,0,2.84,971.589,1574.395,315.263,104.776,19.18,123.67,14.16,1.754304824,5.384448464,0.173557462,26.5928038,41990.99127,3757.497746,20.83648989,59.89102718,22.72192356,50366.06314,3971.52836,3886.974632,1062.56678,90.88269098,22.93437201,469.4867529,12.88958217,164.2730128,58.23804147,2.103892128,1.559298947,0.417672404,0.011421721
Ethiopia,Dambidolo,6,12,8.60509205,35.00350189,Topsoil,7.38,0.2,3.42,0,3.42,1077.538,1793.697,719.394,219.33,35.82,170.22,20.96,1.347938107,4.964402915,0.120440908,31.28137794,43123.2876,6346.5733,22.60571843,37.64590343,17.31601307,41672.8845,3603.567059,2393.825749,1771.477038,81.90225417,29.20337137,778.991672,11.88516858,149.524403,39.14314127,2.233962627,1.267243689,0.491511833,0.025197461
Ethiopia,Dambidolo,7,2,8.62525272,35.00531006,Topsoil,6.08,0.26,4.37,0,4.37,2655.546,4097.371,935.933,233.457,11.06,362.49,20.18,0.426402944,5.35371426,0.036636491,31.06937976,85531.78928,4893.0348,45.58016285,78.16775177,23.96263867,130291.8273,2148.972718,2096.259512,2593.323515,47.2907714,50.58951718,1185.627514,15.74992224,214.217699,68.09293693,2.129048781,1.513381915,0.268523763,0.032341028
Ethiopia,Dambidolo,7,7,8.62931728,35.00382233,Topsoil,6.37,0.22,3.59,0,3.59,1878.056,3181.808,863.205,171.294,17.56,242.74,19.39,0.686276651,6.621614914,0.069447611,30.60505081,71937.71227,4898.134071,34.31460432,67.47671775,21.48313975,88466.93278,2913.904084,3101.996387,2341.628921,65.71750595,39.39435656,758.6368262,11.02462634,133.9957618,64.23281742,1.491751603,1.066485033,0.097676994,0.033830715
Ethiopia,Dambidolo,8,4,8.64767265,34.99902344,Topsoil,5.23,0.3,6.07,0,6.07,2383.017,10168.66,380.828,546.431,30.66,500.94,15.79,0.377061053,2.896473055,0.070595111,23.81367937,57978.74357,3918.739675,29.08813304,74.13397093,23.78397158,59374.16428,1584.134211,1623.037997,1098.810916,51.36882919,46.87639873,1322.936842,18.39091109,212.1336086,54.93474008,2.982771945,2.645726451,0.720347525,0.034818001
Ethiopia,Dambidolo,8,7,8.64685726,35.00031281,Topsoil,5.58,0.31,6.08,0,6.08,1405.865,12610.07,501.099,916.449,58.98,421.9,25.38,0.517649076,7.64620497,0.174145311,41.0801443,51452.70431,6171.231481,28.99302567,52.75584279,19.58031613,83899.0803,1821.628124,2485.257124,1427.20917,80.53864502,37.2050374,2490.414079,16.43547496,213.0700479,56.35162303,3.114012233,2.11021812,0.48290324,0.021837679
Ethiopia,Dambidolo,8,8,8.64603329,35.0014534,Topsoil,5.51,0.36,6.8,0,6.8,2267.086,10664.58,527.924,603.114,26.04,420.73,29.74,0.488611055,9.35457119,0.097503491,45.34597116,63007.07517,6864.463975,28.92738697,60.06369064,19.10922006,129137.5536,2473.511058,3095.565928,1648.721157,55.11083253,47.49965956,2318.051554,13.72267405,241.797951,55.24398252,3.756229501,1.849512726,0.573208775,0.01738332
Ethiopia,Dambidolo,9,2,8.57740307,35.02316666,Topsoil,6.38,0.18,2.69,0,2.69,674.232,619.62,111.016,40.563,5.06,54.41,9.5,0.471842771,2.349602146,0.052571713,14.49683681,35764.7317,5373.519886,16.18414574,19.73753638,55.89727568,37916.20378,8346.48487,9907.558668,525.0259839,66.34296236,13.19356292,226.0429134,4.666543094,176.4496873,35.70305224,14.03439468,0.631645409,0.553926606,0.01971043
Ethiopia,Dambidolo,9,6,8.57848167,35.02774811,Topsoil,6.66,0.11,1.8,0,1.8,368.755,288.877,98.668,24.794,4.52,28.3,5.53,0.251347585,2.0318104,0.053084084,7.58857122,14052.10617,2120.376628,4.011318071,11.80868531,4.078305246,11694.77324,1819.071702,1530.381479,342.9642299,67.36235256,8.325413582,117.7716752,5.52770449,91.66158346,21.2484417,1.071165024,0.45626018,0.484159574,0.013132531
Ethiopia,Dambidolo,9,12,8.58047676,35.0256424,Topsoil,6.4,0.17,2.68,0,2.68,1109.321,976.429,266.31,65.728,7.4,88.99,9.66,0.473281135,3.241652922,0.051919396,14.72971504,40022.9475,6869.48616,18.20658452,13.67216521,32.84126636,34567.32894,6396.092623,7839.566474,888.2743311,73.14893699,12.36313128,314.7374393,3.081588097,127.6479117,43.71382035,2.650364645,0.607982474,0.217353071,0.016201151
Ethiopia,Dambidolo,9,13,8.57610512,35.02373886,Topsoil,5.64,0.12,1.79,0,1.79,906.541,551.139,108.596,22.717,2.92,96.43,4.69,0.233077167,0.889381462,0.205464571,10.79053415,34308.61864,3333.178968,10.17244632,13.98959523,16.51858476,23135.39033,5261.03447,4406.746998,557.9387585,89.91216188,11.45810945,123.8364178,6.013837543,85.30684347,48.53335763,7.26481992,0.590153418,0.312958775,0.020886251
Ethiopia,Dambidolo,9,15,8.58108807,35.02417755,Topsoil,6.31,,,0,0,681.122,870.93,178.29,157.192,27.84,70.74,11.83,0.459444057,3.118598213,0.052314678,17.09468733,23953.63639,5476.537566,8.649051531,12.11535972,10.45891132,18251.25601,3315.518105,3323.442272,554.7925646,66.11957753,9.813700288,510.0251581,3.502129531,108.0178982,25.78616814,1.363475215,0.585214962,0.394462117,0.021408747
Ethiopia,Dambidolo,10,5,8.60710716,35.02694702,Topsoil,6.24,0.14,2.19,0,2.19,960.686,845.581,432.52,42.927,3.98,75.64,9.68,0.573436581,2.311464341,0.020160171,12.58964493,37669.80652,2409.329034,17.75284116,32.27082764,12.28821902,31979.56425,3147.163184,1734.901099,1087.452176,38.58630584,22.91302453,302.0468684,12.44039073,110.2348828,23.50043107,2.260323654,0.98400974,0.320487901,0.014152409
Ethiopia,Dambidolo,10,9,8.60314274,35.01977158,Topsoil,6.3,0.34,6.52,0,6.52,7503.196779,20385.90637,2043.829064,1776.664936,77.28,321.25,33.63,2.855126094,7.021776674,0.252771658,50.66185172,77686.95812,10274.65674,45.59239577,46.26020288,15.5399225,101563.052,3088.749329,4195.313441,2632.753306,153.2649612,31.84453586,2546.867768,10.73605857,298.8049982,88.05508841,2.344543804,1.903412187,0.595355115,0.073311399
Ethiopia,Dambidolo,11,8,8.61858273,35.03785324,Topsoil,6.53,0.21,3.69,0,3.69,2906.287543,4610.357473,1024.848437,250.7505521,12.62,117.01,19.5,1.053926123,4.086786376,0.017029894,27.54359569,54770.48922,5825.977916,24.58049978,31.93583153,34.89756541,55917.84788,5762.597368,4725.046001,1432.332616,88.74457484,26.68588749,612.5074055,10.95736973,177.107553,45.11823635,2.63136478,1.753794615,0.120007355,0.028753536
Ethiopia,Dambidolo,11,9,8.61985779,35.03761673,Topsoil,7.37,0.28,4.47,0,4.47,2062.777,3966.838,839.471,513.942,42.44,127.29,25.22,1.377479502,6.446390325,0.062656264,39.14070689,42011.97292,8018.472569,20.95859306,31.95639935,32.83957209,45605.18591,6453.582132,5722.342291,1203.063021,96.1136876,26.32255447,868.3478919,9.12741334,255.3391967,55.22364371,2.903300698,0.983495768,0.48798133,0.044719967
Ethiopia,Dambidolo,12,3,8.64300156,35.02528763,Topsoil,6.17,,,0,0,5543.551,3884.925,1232.641,217.359,3.7,226.05,25.92,0.232999512,7.86940154,0.022089773,40.41673684,65484.07353,6858.874186,27.0787323,81.88718856,32.77494279,67826.24922,1589.908433,2452.465776,1639.373389,61.58101548,62.04619036,583.3334118,18.81270769,252.3673138,35.71691139,6.083232817,1.956454997,0.452585656,0.035757527
Ethiopia,Dambidolo,12,4,8.64308453,35.03000641,Topsoil,5.96,0.33,6.69,0,6.69,7105.718,4036.616,1718.372,307.496,3.96,430.2,22.51,0.339393774,6.250032028,0.020902327,38.53720581,74298.6774,6017.251439,54.57708933,81.10585424,29.39729512,87116.63266,2034.686701,2174.138393,2400.307306,71.10526207,64.14527373,707.8635664,22.86015104,269.0551414,39.79452129,4.671263798,3.455792301,0.486321747,0.038146688
Ethiopia,Dambidolo,13,2,8.58039475,35.04497147,Topsoil,6.41,0.07,1.04,0,1.04,3055.371,1599.713,144.972,50.854,7.23,73.71,9.54,0.393804197,2.42717345,0.006735903,16.91990141,46010.32699,1093.699136,7.996301361,20.14532789,7.292558133,23183.6669,2415.727171,1396.937678,284.0556659,62.500916,18.74896494,158.355806,8.610492758,59.55855442,22.82345081,2.017927974,0.557674543,0.550696566,0.003781594
Ethiopia,Dambidolo,13,6,8.57730293,35.0459137,Topsoil,6.51,0.13,1.91,0,1.91,1202.644,910.705,170.454,68.884,3.34,47.79,6.85,0.356725583,2.078279512,0.00020978,12.39140537,18149.50959,2530.921904,4.881944467,9.90686497,5.103630506,13142.09648,1470.184307,1306.373127,262.2133519,60.29507409,8.534018325,174.8597234,5.405112129,109.7518868,15.65202776,1.014645047,0.575513541,0.746838509,0.010883741
Ethiopia,Dambidolo,13,7,8.58223248,35.04312134,Topsoil,6.22,0.13,2.06,0,2.06,2474.091,2063.926,543.351,77.949,2.26,124.69,8.45,0.343062273,2.251896647,0.026594911,14.63761241,43168.52714,2273.152185,11.11951178,26.93144505,10.13108885,26278.22144,2569.102757,1540.048124,741.2247791,58.31600129,23.11489406,221.6651306,10.3060187,118.7886944,23.37933145,2.105935824,0.910905506,0.34618934,0.019703387
Ethiopia,Dambidolo,14,4,8.59956265,35.04640961,Topsoil,7.45,0.11,1.65,0,1.65,2467.022,2016.011,696.945,103.025,5.9,82.03,10.09,0.640775925,2.319455225,0.064826136,15.31035021,28961.93226,3172.6052,11.93303611,13.91192038,10.69641033,19697.56933,3933.923538,2401.324062,888.4293086,75.32309119,13.92155021,235.3366436,4.945404364,101.7075116,27.39545406,1.126363681,0.621986506,0.22831833,0.014802067
Ethiopia,Dambidolo,14,5,8.59953785,35.05431366,Topsoil,6.15,0.18,3.09,0,3.09,2655.627186,4802.785142,1140.707999,138.2412423,4.06,101.95,14.85,0.536464053,2.213811544,0.040418016,23.30351009,37765.36384,4693.214953,16.18886595,32.36475058,13.76279576,38976.14222,4716.185192,3939.471398,1384.149153,79.25123291,11.66346859,344.261892,7.756990079,145.4742817,45.34936541,1.46534132,1.105532824,0.231835174,0.017384687
Ethiopia,Dambidolo,14,7,8.60146713,35.04738235,Topsoil,7.21,0.19,3.33,0,3.33,3288.308,5484.191,1082.015,318.649,13.64,157.24,20.39,0.456824873,5.140673314,0.006155468,31.23985128,49513.0845,9973.985603,25.36756805,12.15659402,51.13064583,55741.52928,5172.821898,6204.378654,1461.021301,84.36641567,13.98440281,643.4465196,4.743715501,146.8579437,57.25246337,1.460942209,0.786675016,0.158199922,0.032012494
Ethiopia,Dambidolo,15,3,8.62188721,35.04849625,Topsoil,6.84,0.32,6.18,0,6.18,2248.108,5466.726,962.635,972.025,66.36,152.43,33.65,1.355390236,7.290956092,0.038144366,50.07042278,35923.7515,12247.03969,18.3822547,35.81775463,23.77072368,41223.88186,4028.027908,4040.359141,1274.714714,76.33266987,24.39549313,1422.793946,7.001790038,260.6986746,48.9794596,1.794541507,1.153592514,0.373712496,0.054821801
Ethiopia,Dambidolo,15,5,8.62448692,35.04928207,Topsoil,6.72,,,0,0,2716.508,4638.477,916.394,546.204,41.34,117.18,13.8,0.964139835,4.089675657,0.027841618,23.66892531,36432.38639,7150.096859,14.14235109,23.56256143,21.7779161,31143.71397,5091.978487,4278.008241,1208.250073,79.28504932,16.02988407,821.4725631,4.285046579,126.0725302,40.39291297,1.450027257,0.829143071,0.251247342,0.026980266
Ethiopia,Dambidolo,15,8,8.62408257,35.0544281,Topsoil,6.76,0.22,3.77,0,3.77,2790.41,4198.086,1046.836,398.159,27.56,155.65,22.66,1.212772234,6.295048265,0.003275464,37.47713041,59563.76955,6897.185334,19.51332251,57.13622813,39.7529698,53400.69029,4607.881401,3500.367236,1403.994212,84.8607906,36.59206836,750.6075599,9.670027782,182.3672302,35.38834069,2.688280126,1.068459394,0.325835508,0.022036004
Ethiopia,Dambidolo,16,5,8.64572334,35.04421616,Topsoil,6.32,0.28,5.37,0,5.37,4279.557,7387.135,1827.61,776.885,34.12,207.19,26.52,0.97635438,6.895523909,0.013805737,41.86801392,56058.08139,7660.791442,33.41427291,51.82961096,26.42007506,79772.3326,3171.583622,2615.749522,2462.201591,50.14256356,33.91564184,1400.658662,12.6456465,213.3535252,70.77656228,3.159655303,1.804274728,0.559331363,0.055615772
