,Source,Date,UniqueID,Lat,Lon,C,BD,Year,Month,BD_iSDA,geometry
0,ARC,01/09/1989,ARC_147,-23.46111111,31.46944444,1.86,1.29,1989,9,,POINT (31.46944444 -23.46111111)
1,ARC,01/02/1989,ARC_1300,-31.95777778,26.78972222,0.68,1.45,1989,2,,POINT (26.78972222 -31.95777778)
2,ARC,01/02/1989,ARC_1301,-31.83055556,26.91111111,2.33,1.28,1989,2,,POINT (26.91111111 -31.83055556)
3,ARC,01/02/1989,ARC_1302,-31.92722222,26.11666667,0.38,1.53,1989,2,,POINT (26.11666667 -31.92722222)
4,ARC,01/02/1989,ARC_1303,-31.95916667,26.28111111,0.38,1.46,1989,2,,POINT (26.28111111 -31.95916667)
5,ARC,01/02/1989,ARC_1304,-31.59527778,26.04722222,0.2,1.51,1989,2,,POINT (26.04722222 -31.59527778)
6,ARC,01/02/1989,ARC_1305,-31.75277778,26.1375,0.4,1.53,1989,2,,POINT (26.1375 -31.75277778)
7,ARC,01/02/1989,ARC_1306,-31.66055556,26.19722222,0.31,1.56,1989,2,,POINT (26.19722222 -31.66055556)
8,ARC,01/02/1989,ARC_1307,-31.70305556,26.26833333,0.67,1.53,1989,2,,POINT (26.26833333 -31.70305556)
9,ARC,01/03/1989,ARC_1319,-31.525,26.27055556,1.45,1.42,1989,3,,POINT (26.27055556 -31.525)
10,ARC,01/03/1989,ARC_1320,-31.29861111,26.19111111,0.6,1.54,1989,3,,POINT (26.19111111 -31.29861111)
11,ARC,01/03/1989,ARC_1321,-31.38555556,26.35,0.55,1.58,1989,3,,POINT (26.35 -31.38555556)
12,ARC,01/03/1989,ARC_1322,-31.42027778,26.39444444,1.09,1.39,1989,3,,POINT (26.39444444 -31.42027778)
13,ARC,01/03/1989,ARC_1323,-31.36444444,26.20222222,1.16,1.37,1989,3,,POINT (26.20222222 -31.36444444)
14,ARC,01/03/1989,ARC_1324,-31.23333333,26.44361111,0.6,1.48,1989,3,,POINT (26.44361111 -31.23333333)
15,ARC,01/03/1989,ARC_1325,-31.26305556,26.66916667,0.72,1.45,1989,3,,POINT (26.66916667 -31.26305556)
16,ARC,01/03/1989,ARC_1326,-31.38555556,26.65222222,0.63,1.47,1989,3,,POINT (26.65222222 -31.38555556)
17,ARC,01/03/1989,ARC_1327,-31.72916667,26.73888889,0.91,1.42,1989,3,,POINT (26.73888889 -31.72916667)
18,ARC,01/01/1989,ARC_1328,-31.82583333,26.5775,1.2,1.27,1989,1,,POINT (26.5775 -31.82583333)
19,ARC,01/03/1989,ARC_1329,-31.79805556,26.46527778,0.72,1.53,1989,3,,POINT (26.46527778 -31.79805556)
20,ARC,01/03/1989,ARC_1330,-31.96805556,26.34611111,0.53,1.48,1989,3,,POINT (26.34611111 -31.96805556)
21,ARC,01/03/1989,ARC_1331,-31.66277778,26.53611111,0.52,1.33,1989,3,,POINT (26.53611111 -31.66277778)
22,ARC,01/03/1989,ARC_1332,-31.5375,26.81666667,0.83,1.4,1989,3,,POINT (26.81666667 -31.5375)
23,ARC,01/03/1989,ARC_1333,-31.55972222,26.68861111,1.13,1.33,1989,3,,POINT (26.68861111 -31.55972222)
24,ARC,01/05/1989,ARC_1334,-31.06666667,26.90833333,0.43,1.55,1989,5,,POINT (26.90833333 -31.06666667)
25,ARC,01/05/1989,ARC_1335,-31.04888889,26.70277778,1.46,1.26,1989,5,,POINT (26.70277778 -31.04888889)
26,ARC,01/05/1989,ARC_1336,-31.135,26.8125,1.07,1.5,1989,5,,POINT (26.8125 -31.135)
27,ARC,01/05/1989,ARC_1337,-31.24722222,26.88333333,1.05,1.49,1989,5,,POINT (26.88333333 -31.24722222)
28,ARC,01/05/1989,ARC_1338,-31.36638889,26.75555556,0.82,1.5,1989,5,,POINT (26.75555556 -31.36638889)
29,ARC,01/05/1989,ARC_1339,-31.34833333,26.83972222,1.06,1.38,1989,5,,POINT (26.83972222 -31.34833333)
30,ARC,01/05/1989,ARC_1340,-31.45805556,26.94027778,0.53,1.44,1989,5,,POINT (26.94027778 -31.45805556)
31,ARC,01/05/1989,ARC_1341,-31.37027778,27.11944444,1.4,1.48,1989,5,,POINT (27.11944444 -31.37027778)
32,ARC,01/05/1989,ARC_1342,-31.16611111,27.04027778,0.82,1.47,1989,5,,POINT (27.04027778 -31.16611111)
33,ARC,01/05/1989,ARC_1343,-31.31666667,27.05611111,0.5,1.37,1989,5,,POINT (27.05611111 -31.31666667)
34,ARC,01/05/1989,ARC_1344,-31.07722222,27.09388889,1.79,1.38,1989,5,,POINT (27.09388889 -31.07722222)
35,ARC,01/05/1989,ARC_1345,-31.09444444,27.30222222,1.45,1.39,1989,5,,POINT (27.30222222 -31.09444444)
36,ARC,01/05/1989,ARC_1346,-31.21027778,27.38222222,2.38,1.41,1989,5,,POINT (27.38222222 -31.21027778)
37,ARC,01/05/1989,ARC_1347,-31.27305556,27.24944444,1,1.38,1989,5,,POINT (27.24944444 -31.27305556)
38,ARC,01/05/1989,ARC_1348,-31.33138889,27.19916667,0.64,1.52,1989,5,,POINT (27.19916667 -31.33138889)
39,ARC,01/05/1989,ARC_1349,-31.32722222,27.3625,0.82,1.45,1989,5,,POINT (27.3625 -31.32722222)
40,ARC,01/05/1989,ARC_1350,-31.47611111,27.32277778,0.75,1.46,1989,5,,POINT (27.32277778 -31.47611111)
41,ARC,01/05/1989,ARC_1351,-31.39861111,27.23888889,1.45,1.3,1989,5,,POINT (27.23888889 -31.39861111)
42,ARC,01/05/1989,ARC_1352,-31.44,27.41,1.27,1.43,1989,5,,POINT (27.41 -31.44)
43,ARC,01/05/1989,ARC_1353,-31.39305556,27.47361111,0.91,1.47,1989,5,,POINT (27.47361111 -31.39305556)
44,ARC,01/05/1989,ARC_1354,-31.41833333,27.54777778,0.66,1.46,1989,5,,POINT (27.54777778 -31.41833333)
45,ARC,01/05/1989,ARC_1355,-31.29305556,27.56,1.22,1.42,1989,5,,POINT (27.56 -31.29305556)
46,ARC,01/05/1989,ARC_1356,-31.3,27.68277778,0.88,1.51,1989,5,,POINT (27.68277778 -31.3)
47,ARC,01/08/1989,ARC_1357,-31.08194444,27.45138889,2.88,1.27,1989,8,,POINT (27.45138889 -31.08194444)
48,ARC,01/08/1989,ARC_1358,-31.11111111,27.71527778,2.84,1.45,1989,8,,POINT (27.71527778 -31.11111111)
49,ARC,01/08/1989,ARC_1359,-31.07888889,27.67138889,2.03,1.36,1989,8,,POINT (27.67138889 -31.07888889)
50,ARC,01/08/1989,ARC_1360,-31.15194444,27.89444444,1.37,1.5,1989,8,,POINT (27.89444444 -31.15194444)
51,ARC,01/08/1989,ARC_1361,-31.52666667,27.83333333,1.48,1.38,1989,8,,POINT (27.83333333 -31.52666667)
52,ARC,01/08/1989,ARC_1362,-31.31444444,27.815,0.8,1.47,1989,8,,POINT (27.815 -31.31444444)
53,ARC,01/08/1989,ARC_1363,-31.38111111,27.64722222,0.66,1.44,1989,8,,POINT (27.64722222 -31.38111111)
54,ARC,01/09/1989,ARC_1527,-23.49722222,31.49444444,1.77,1.3,1989,9,,POINT (31.49444444 -23.49722222)
55,ARC,01/09/1989,ARC_1528,-23.53888889,31.50833333,1.41,1.28,1989,9,,POINT (31.50833333 -23.53888889)
56,ARC,01/09/1989,ARC_1529,-23.6,31.50555556,1.9,1.37,1989,9,,POINT (31.50555556 -23.6)
57,ARC,01/09/1989,ARC_1530,-23.44166667,31.52777778,2.09,1.31,1989,9,,POINT (31.52777778 -23.44166667)
58,ARC,01/09/1989,ARC_1531,-23.475,31.55,0.88,1.46,1989,9,,POINT (31.55 -23.475)
59,ARC,01/09/1989,ARC_1532,-23.51805556,31.55,1.18,1.4,1989,9,,POINT (31.55 -23.51805556)
60,ARC,01/09/1989,ARC_1533,-23.59444444,31.54444444,1.49,1.36,1989,9,,POINT (31.54444444 -23.59444444)
61,ARC,01/02/1987,ARC_2248,-33.96944444,18.93833333,2.17,1.59,1987,2,,POINT (18.93833333 -33.96944444)
62,ARC,01/02/1987,ARC_2250,-33.96888889,18.93916667,0.6,1.62,1987,2,,POINT (18.93916667 -33.96888889)
63,ARC,01/02/1987,ARC_2252,-33.96944444,18.93916667,0.67,1.75,1987,2,,POINT (18.93916667 -33.96944444)
64,ARC,01/02/1987,ARC_2253,-33.96972222,18.93888889,1.23,1.72,1987,2,,POINT (18.93888889 -33.96972222)
65,ARC,01/02/1987,ARC_2254,-33.97,18.93861111,1.15,1.68,1987,2,,POINT (18.93861111 -33.97)
66,ARC,01/02/1987,ARC_2255,-33.96972222,18.93805556,1.19,1.52,1987,2,,POINT (18.93805556 -33.96972222)
67,ARC,01/08/1987,ARC_2283,-34.49138889,19.74888889,1.85,1.52,1987,8,,POINT (19.74888889 -34.49138889)
68,ARC,01/08/1987,ARC_2284,-34.495,19.74888889,0.73,1.68,1987,8,,POINT (19.74888889 -34.495)
69,ARC,01/08/1987,ARC_2285,-34.48694444,19.74527778,3.58,1.48,1987,8,,POINT (19.74527778 -34.48694444)
70,ARC,01/08/1987,ARC_2286,-34.49416667,19.74777778,1.59,1.44,1987,8,,POINT (19.74777778 -34.49416667)
71,ARC,01/08/1987,ARC_2287,-34.49138889,19.74472222,1.09,1.5,1987,8,,POINT (19.74472222 -34.49138889)
72,ARC,01/08/1987,ARC_2288,-34.49055556,19.74611111,2.25,1.41,1987,8,,POINT (19.74611111 -34.49055556)
73,ARC,01/08/1987,ARC_2289,-34.48694444,19.74305556,2.19,1.54,1987,8,,POINT (19.74305556 -34.48694444)
74,ARC,01/08/1987,ARC_2290,-34.48972222,19.74888889,1.16,1.59,1987,8,,POINT (19.74888889 -34.48972222)
75,ARC,01/08/1987,ARC_2291,-34.485,19.74166667,4.19,1.56,1987,8,,POINT (19.74166667 -34.485)
76,ARC,01/10/1991,ARC_2526,-30.22277778,22.82638889,0.28,1.61,1991,10,,POINT (22.82638889 -30.22277778)
77,ARC,01/10/1991,ARC_2527,-30.20333333,23.16,0.41,1.37,1991,10,,POINT (23.16 -30.20333333)
78,ARC,01/10/1991,ARC_2528,-30.08027778,23.66333333,0.74,1.51,1991,10,,POINT (23.66333333 -30.08027778)
79,ARC,01/10/1991,ARC_2529,-30.36277778,23.86027778,0.48,1.33,1991,10,,POINT (23.86027778 -30.36277778)
80,ARC,01/10/1991,ARC_2530,-30.48694444,23.69611111,0.21,1.47,1991,10,,POINT (23.69611111 -30.48694444)
81,ARC,01/10/1991,ARC_2531,-30.43111111,23.41305556,0.47,1.3,1991,10,,POINT (23.41305556 -30.43111111)
82,ARC,01/10/1991,ARC_2532,-30.28388889,23.15972222,0.17,1.63,1991,10,,POINT (23.15972222 -30.28388889)
83,ARC,01/10/1991,ARC_2533,-30.46,22.99027778,0.48,1.55,1991,10,,POINT (22.99027778 -30.46)
84,ARC,01/10/1991,ARC_2534,-30.43027778,22.54055556,0.42,1.51,1991,10,,POINT (22.54055556 -30.43027778)
85,ARC,01/10/1991,ARC_2535,-30.32916667,22.46888889,0.12,1.61,1991,10,,POINT (22.46888889 -30.32916667)
86,ARC,01/10/1991,ARC_2536,-30.37777778,22.07555556,0.29,1.7,1991,10,,POINT (22.07555556 -30.37777778)
87,ARC,01/10/1991,ARC_2537,-30.59666667,22.24111111,0.22,1.37,1991,10,,POINT (22.24111111 -30.59666667)
88,ARC,01/10/1991,ARC_2538,-30.61305556,22.45805556,0.25,1.41,1991,10,,POINT (22.45805556 -30.61305556)
89,ARC,01/10/1991,ARC_2539,-30.61666667,22.93666667,0.43,1.52,1991,10,,POINT (22.93666667 -30.61666667)
90,ARC,01/10/1991,ARC_2540,-30.7175,23.19944444,0.42,1.49,1991,10,,POINT (23.19944444 -30.7175)
91,ARC,01/10/1991,ARC_2541,-30.57722222,23.29361111,0.27,1.53,1991,10,,POINT (23.29361111 -30.57722222)
92,ARC,01/10/1991,ARC_2542,-30.61111111,23.71805556,0.35,1.66,1991,10,,POINT (23.71805556 -30.61111111)
93,ARC,01/10/1991,ARC_2543,-30.96666667,23.7925,0.54,1.38,1991,10,,POINT (23.7925 -30.96666667)
94,ARC,01/10/1991,ARC_2544,-30.95777778,23.53694444,0.08,1.56,1991,10,,POINT (23.53694444 -30.95777778)
95,ARC,01/10/1991,ARC_2545,-30.81666667,23.46833333,0.89,1.4,1991,10,,POINT (23.46833333 -30.81666667)
96,ARC,01/10/1991,ARC_2546,-30.88305556,23.08777778,0.37,1.44,1991,10,,POINT (23.08777778 -30.88305556)
97,ARC,01/10/1991,ARC_2547,-30.86944444,22.93333333,0.42,1.59,1991,10,,POINT (22.93333333 -30.86944444)
98,ARC,01/10/1991,ARC_2548,-30.84027778,22.64638889,0.26,1.47,1991,10,,POINT (22.64638889 -30.84027778)
99,ARC,01/10/1991,ARC_2549,-30.77777778,22.32583333,0.13,1.49,1991,10,,POINT (22.32583333 -30.77777778)
100,ARC,01/10/1991,ARC_2550,-30.98305556,22.15944444,0.2,1.49,1991,10,,POINT (22.15944444 -30.98305556)
101,ARC,01/10/1991,ARC_2551,-30.09722222,22.25694444,0.38,1.55,1991,10,,POINT (22.25694444 -30.09722222)
102,ARC,01/10/1991,ARC_2552,-30.18027778,22.57138889,0.28,1.64,1991,10,,POINT (22.57138889 -30.18027778)
103,ARC,01/11/1991,ARC_2553,-33.04305556,26.46472222,1.63,1.44,1991,11,,POINT (26.46472222 -33.04305556)
104,ARC,01/11/1991,ARC_2554,-33.17916667,26.79555556,1.19,1.35,1991,11,,POINT (26.79555556 -33.17916667)
105,ARC,01/11/1991,ARC_2555,-33.22472222,26.63388889,2.16,1.4,1991,11,,POINT (26.63388889 -33.22472222)
106,ARC,01/11/1991,ARC_2556,-33.48916667,26.2075,0.88,1.43,1991,11,,POINT (26.2075 -33.48916667)
107,ARC,01/11/1991,ARC_2557,-33.58916667,26.16333333,3.81,1.51,1991,11,,POINT (26.16333333 -33.58916667)
108,ARC,01/11/1991,ARC_2558,-33.59611111,26.11666667,0.98,1.46,1991,11,,POINT (26.11666667 -33.59611111)
109,ARC,01/03/1993,ARC_2600,-34.02694444,19.10888889,3.65,1.34,1993,3,,POINT (19.10888889 -34.02694444)
110,ARC,01/03/1993,ARC_2601,-34.02694444,19.10888889,3.28,1.35,1993,3,,POINT (19.10888889 -34.02694444)
111,ARC,01/03/1993,ARC_2602,-34.0275,19.10888889,2.96,1.47,1993,3,,POINT (19.10888889 -34.0275)
112,ARC,01/03/1993,ARC_2603,-34.02777778,19.11111111,2.3,1.51,1993,3,,POINT (19.11111111 -34.02777778)
113,ARC,01/03/1993,ARC_2604,-34.02777778,19.11111111,2.23,1.51,1993,3,,POINT (19.11111111 -34.02777778)
114,ARC,01/03/1993,ARC_2605,-34.02861111,19.11166667,2.74,1.53,1993,3,,POINT (19.11166667 -34.02861111)
115,ARC,01/03/1993,ARC_2606,-34.02861111,19.11194444,1.38,1.53,1993,3,,POINT (19.11194444 -34.02861111)
116,ARC,01/03/1993,ARC_2607,-34.02861111,19.11166667,1.83,1.56,1993,3,,POINT (19.11166667 -34.02861111)
117,ARC,01/08/1990,ARC_2913,-32.85861111,18.46138889,0.21,1.68,1990,8,,POINT (18.46138889 -32.85861111)
118,ARC,01/07/1989,ARC_2929,-32.29805556,18.46555556,0.6,1.91,1989,7,,POINT (18.46555556 -32.29805556)
119,ARC,01/02/1995,ARC_2930,-30.20694444,29.54416667,3.94,1.19,1995,2,,POINT (29.54416667 -30.20694444)
120,ARC,01/02/1995,ARC_2931,-30.24416667,29.70388889,3.8,1.16,1995,2,,POINT (29.70388889 -30.24416667)
121,ARC,01/02/1995,ARC_2932,-32.39472222,19.08638889,1.67,1.57,1995,2,,POINT (19.08638889 -32.39472222)
122,ARC,01/02/1995,ARC_2933,-32.35333333,19.15166667,3.46,1.46,1995,2,,POINT (19.15166667 -32.35333333)
123,ARC,01/05/1995,ARC_2934,-32.21611111,19.09611111,1.56,1.85,1995,5,,POINT (19.09611111 -32.21611111)
124,ARC,01/05/1995,ARC_2935,-32.13527778,18.98805556,0.58,1.66,1995,5,,POINT (18.98805556 -32.13527778)
125,ARC,01/11/1995,ARC_2936,-32.68694444,19.0425,0.26,1.85,1995,11,,POINT (19.0425 -32.68694444)
126,ARC,01/08/1995,ARC_2937,-32.04833333,19.66111111,0.1,1.46,1995,8,,POINT (19.66111111 -32.04833333)
127,ARC,01/10/1987,ARC_4407,-27.85527778,29.96527778,0.7,1.36,1987,10,,POINT (29.96527778 -27.85527778)
128,ARC,01/03/1987,ARC_4495,-33.41944444,25.67222222,0.69,1.41,1987,3,,POINT (25.67222222 -33.41944444)
129,ARC,01/03/1987,ARC_4499,-33.41944444,25.67222222,0.9,1.42,1987,3,,POINT (25.67222222 -33.41944444)
130,ARC,01/03/1987,ARC_4500,-33.41916667,25.67222222,1.14,1.29,1987,3,,POINT (25.67222222 -33.41916667)
131,ARC,01/03/1987,ARC_4501,-33.41861111,25.67222222,0.98,1.35,1987,3,,POINT (25.67222222 -33.41861111)
132,ARC,01/03/1987,ARC_4503,-33.42,25.66805556,0.77,1.34,1987,3,,POINT (25.66805556 -33.42)
133,ARC,01/02/1987,ARC_4504,-33.4175,25.67388889,0.76,1.36,1987,2,,POINT (25.67388889 -33.4175)
134,ARC,01/02/1987,ARC_4505,-33.41805556,25.67388889,0.57,1.33,1987,2,,POINT (25.67388889 -33.41805556)
135,ARC,01/03/1987,ARC_4506,-33.42,25.67361111,0.59,1.45,1987,3,,POINT (25.67361111 -33.42)
136,ARC,01/03/1987,ARC_4507,-33.425,25.67083333,0.49,1.46,1987,3,,POINT (25.67083333 -33.425)
137,ARC,01/03/1987,ARC_4508,-33.42361111,25.66944444,0.49,1.35,1987,3,,POINT (25.66944444 -33.42361111)
138,ARC,01/03/1987,ARC_4509,-33.42138889,25.66888889,0.8,1.44,1987,3,,POINT (25.66888889 -33.42138889)
139,ARC,01/03/1987,ARC_4510,-33.41888889,25.67388889,0.89,1.42,1987,3,,POINT (25.67388889 -33.41888889)
140,ARC,01/01/1988,ARC_4543,-29.05166667,29.92083333,0.83,1.45,1988,1,,POINT (29.92083333 -29.05166667)
141,ARC,01/01/1988,ARC_4544,-29.18916667,29.81083333,4.33,1.3,1988,1,,POINT (29.81083333 -29.18916667)
142,ARC,01/01/1988,ARC_4545,-29.11055556,29.80416667,0.85,1.44,1988,1,,POINT (29.80416667 -29.11055556)
143,ARC,01/01/1988,ARC_4546,-29.05333333,29.80472222,1.31,1.46,1988,1,,POINT (29.80472222 -29.05333333)
144,ARC,01/01/1988,ARC_4547,-29.07,29.98972222,1.02,1.25,1988,1,,POINT (29.98972222 -29.07)
145,ARC,01/01/1988,ARC_4548,-29.06111111,29.95527778,2.81,1.3,1988,1,,POINT (29.95527778 -29.06111111)
146,ARC,01/01/1988,ARC_4549,-29.08194444,29.93333333,2.83,1.2,1988,1,,POINT (29.93333333 -29.08194444)
147,ARC,01/01/1988,ARC_4550,-29.06777778,29.75,1.64,1.29,1988,1,,POINT (29.75 -29.06777778)
148,ARC,01/01/1988,ARC_4551,-29.10416667,29.71388889,1.5,1.41,1988,1,,POINT (29.71388889 -29.10416667)
149,ARC,01/01/1988,ARC_4552,-29.11611111,29.53666667,4.3,1.52,1988,1,,POINT (29.53666667 -29.11611111)
150,ARC,01/01/1988,ARC_4553,-29.11777778,29.59111111,5.46,1.38,1988,1,,POINT (29.59111111 -29.11777778)
151,ARC,01/01/1988,ARC_4554,-29.18805556,29.63277778,2.28,1.36,1988,1,,POINT (29.63277778 -29.18805556)
152,ARC,01/01/1988,ARC_4555,-29.07611111,29.60666667,5.03,1.3,1988,1,,POINT (29.60666667 -29.07611111)
153,ARC,01/01/1988,ARC_4556,-29.05361111,29.63194444,2.86,1.27,1988,1,,POINT (29.63194444 -29.05361111)
154,ARC,01/01/1988,ARC_4557,-29.00138889,29.69305556,0.95,1.54,1988,1,,POINT (29.69305556 -29.00138889)
155,ARC,01/01/1988,ARC_4558,-29.31472222,29.75555556,4.93,1.33,1988,1,,POINT (29.75555556 -29.31472222)
156,ARC,01/01/1988,ARC_4559,-29.325,29.88722222,3.22,1.39,1988,1,,POINT (29.88722222 -29.325)
157,ARC,01/01/1988,ARC_4560,-29.27583333,29.93111111,3.81,1.3,1988,1,,POINT (29.93111111 -29.27583333)
158,ARC,01/01/1988,ARC_4561,-29.27027778,29.98333333,1.38,1.44,1988,1,,POINT (29.98333333 -29.27027778)
159,ARC,01/01/1988,ARC_4562,-29.41805556,29.89305556,9.36,1.28,1988,1,,POINT (29.89305556 -29.41805556)
160,ARC,01/01/1988,ARC_4563,-29.41916667,29.91916667,5.47,1.22,1988,1,,POINT (29.91916667 -29.41916667)
161,ARC,01/01/1988,ARC_4564,-29.44805556,29.915,4.63,1.24,1988,1,,POINT (29.915 -29.44805556)
162,ARC,01/01/1988,ARC_4565,-29.44444444,29.93638889,4.45,1.23,1988,1,,POINT (29.93638889 -29.44444444)
163,ARC,01/07/1988,ARC_4569,-30.02083333,29.93055556,4.19,1.2,1988,7,,POINT (29.93055556 -30.02083333)
164,ARC,01/07/1988,ARC_4570,-30.05416667,29.87083333,2.28,1.32,1988,7,,POINT (29.87083333 -30.05416667)
165,ARC,01/07/1988,ARC_4571,-30.03055556,29.86111111,1.48,1.36,1988,7,,POINT (29.86111111 -30.03055556)
166,ARC,01/07/1988,ARC_4572,-30.01944444,29.76111111,3.6,1.18,1988,7,,POINT (29.76111111 -30.01944444)
167,ARC,01/07/1988,ARC_4573,-30.09583333,29.94166667,2.89,1.16,1988,7,,POINT (29.94166667 -30.09583333)
168,ARC,01/07/1988,ARC_4574,-30.24583333,29.95277778,4.29,1.18,1988,7,,POINT (29.95277778 -30.24583333)
169,ARC,01/07/1988,ARC_4575,-30.1375,29.91388889,0.98,1.36,1988,7,,POINT (29.91388889 -30.1375)
170,ARC,01/10/1988,ARC_4626,-28.74861111,28.88333333,0.19,1.49,1988,10,,POINT (28.88333333 -28.74861111)
171,ARC,01/09/1988,ARC_4669,-27.45944444,31.68611111,3,1.31,1988,9,,POINT (31.68611111 -27.45944444)
172,ARC,01/03/1989,ARC_4756,-30.425,29.33194444,3.51,1.28,1989,3,,POINT (29.33194444 -30.425)
173,ARC,01/03/1989,ARC_4757,-30.525,29.20972222,1.59,1.3,1989,3,,POINT (29.20972222 -30.525)
174,ARC,01/03/1989,ARC_4758,-30.43611111,29.30138889,2.08,1.27,1989,3,,POINT (29.30138889 -30.43611111)
175,ARC,01/03/1989,ARC_4759,-30.62638889,29.98472222,2.93,1.28,1989,3,,POINT (29.98472222 -30.62638889)
176,ARC,01/03/1989,ARC_4760,-30.72777778,29.92916667,3.68,1.28,1989,3,,POINT (29.92916667 -30.72777778)
177,ARC,01/03/1989,ARC_4761,-30.61527778,29.80555556,4.64,1.2,1989,3,,POINT (29.80555556 -30.61527778)
178,ARC,01/03/1989,ARC_4762,-30.56388889,29.475,1.12,1.41,1989,3,,POINT (29.475 -30.56388889)
179,ARC,01/03/1989,ARC_4763,-30.67083333,29.90277778,3.78,1.2,1989,3,,POINT (29.90277778 -30.67083333)
180,ARC,01/03/1989,ARC_4764,-30.04444444,29.34861111,1.53,1.38,1989,3,,POINT (29.34861111 -30.04444444)
181,ARC,01/03/1989,ARC_4766,-30.17083333,29.28888889,0.68,1.5,1989,3,,POINT (29.28888889 -30.17083333)
182,ARC,01/03/1989,ARC_4771,-30.0575,29.125,1.65,1.31,1989,3,,POINT (29.125 -30.0575)
183,ARC,01/03/1989,ARC_4772,-30.44805556,29.55,2.04,1.27,1989,3,,POINT (29.55 -30.44805556)
184,ARC,01/03/1989,ARC_4773,-30.3925,29.51111111,4,1.25,1989,3,,POINT (29.51111111 -30.3925)
185,ARC,01/03/1989,ARC_4774,-30.40972222,29.41388889,4.16,1.21,1989,3,,POINT (29.41388889 -30.40972222)
186,ARC,01/03/1989,ARC_4775,-30.29861111,29.34861111,0.69,1.52,1989,3,,POINT (29.34861111 -30.29861111)
187,ARC,01/03/1989,ARC_4776,-30.31805556,28.79722222,0.98,1.42,1989,3,,POINT (28.79722222 -30.31805556)
188,ARC,01/04/1989,ARC_4777,-30.38055556,29.125,0.5,1.71,1989,4,,POINT (29.125 -30.38055556)
189,ARC,01/03/1989,ARC_4778,-30.55,28.86527778,2.47,1.28,1989,3,,POINT (28.86527778 -30.55)
190,ARC,01/04/1989,ARC_4779,-30.3875,28.96888889,0.59,1.48,1989,4,,POINT (28.96888889 -30.3875)
191,ARC,01/03/1989,ARC_4780,-30.41388889,28.875,0.56,1.6,1989,3,,POINT (28.875 -30.41388889)
192,ARC,01/04/1989,ARC_4781,-30.30138889,28.68277778,2.03,1.23,1989,4,,POINT (28.68277778 -30.30138889)
193,ARC,01/04/1989,ARC_4782,-30.40972222,29.08055556,0.4,1.75,1989,4,,POINT (29.08055556 -30.40972222)
194,ARC,01/04/1989,ARC_4783,-30.23527778,29.06111111,1.74,1.4,1989,4,,POINT (29.06111111 -30.23527778)
195,ARC,01/04/1989,ARC_4784,-30.325,28.93611111,0.44,1.57,1989,4,,POINT (28.93611111 -30.325)
196,ARC,01/04/1989,ARC_4785,-30.4675,28.89861111,0.94,1.48,1989,4,,POINT (28.89861111 -30.4675)
197,ARC,01/05/1992,ARC_4804,-28.67222222,29.375,1.38,1.36,1992,5,,POINT (29.375 -28.67222222)
198,ARC,01/05/1992,ARC_4805,-28.68194444,29.01944444,1,1.27,1992,5,,POINT (29.01944444 -28.68194444)
199,ARC,01/05/1992,ARC_4806,-28.7,29.30611111,1.06,1.35,1992,5,,POINT (29.30611111 -28.7)
200,ARC,01/05/1992,ARC_4807,-28.66111111,29.14444444,1.96,1.32,1992,5,,POINT (29.14444444 -28.66111111)
201,ARC,01/05/1992,ARC_4808,-28.78472222,29.33888889,1.77,1.27,1992,5,,POINT (29.33888889 -28.78472222)
202,ARC,01/06/1992,ARC_4809,-28.54166667,29.42777778,1.86,1.35,1992,6,,POINT (29.42777778 -28.54166667)
203,ARC,01/06/1992,ARC_4810,-28.81388889,29.54916667,1.94,1.28,1992,6,,POINT (29.54916667 -28.81388889)
204,ARC,01/06/1992,ARC_4811,-28.76944444,29.52916667,2.98,1.25,1992,6,,POINT (29.52916667 -28.76944444)
205,ARC,01/06/1992,ARC_4812,-28.69916667,29.54166667,0.79,1.49,1992,6,,POINT (29.54166667 -28.69916667)
206,ARC,01/06/1992,ARC_4813,-28.96944444,29.70416667,0.94,1.36,1992,6,,POINT (29.70416667 -28.96944444)
207,ARC,01/06/1992,ARC_4814,-28.94861111,29.53472222,1.56,1.33,1992,6,,POINT (29.53472222 -28.94861111)
208,ARC,01/06/1992,ARC_4815,-28.86666667,29.45555556,1.94,1.27,1992,6,,POINT (29.45555556 -28.86666667)
209,ARC,01/06/1992,ARC_4816,-28.60555556,29.56527778,0.7,1.51,1992,6,,POINT (29.56527778 -28.60555556)
210,ARC,01/08/1992,ARC_4817,-28.41666667,29.45277778,2.75,1.24,1992,8,,POINT (29.45277778 -28.41666667)
211,ARC,01/08/1992,ARC_4818,-28.41388889,29.67361111,1.78,1.28,1992,8,,POINT (29.67361111 -28.41388889)
212,ARC,01/08/1992,ARC_4819,-28.30138889,29.61527778,2.55,1.26,1992,8,,POINT (29.61527778 -28.30138889)
213,ARC,01/03/1989,ARC_4884,-30.30833333,29.19166667,0.62,1.58,1989,3,,POINT (29.19166667 -30.30833333)
214,ARC,01/03/1989,ARC_4885,-30.22166667,29.35111111,1.77,1.35,1989,3,,POINT (29.35111111 -30.22166667)
215,ARC,01/03/1989,ARC_4887,-30.1375,29.21444444,1.79,1.36,1989,3,,POINT (29.21444444 -30.1375)
216,ARC,01/03/1989,ARC_4888,-30.03055556,29.26527778,1.05,1.45,1989,3,,POINT (29.26527778 -30.03055556)
