Lat,Lon,C,Red,Green,Blue,NIR,NDVI,EVI,SAVI,RVI,Precipitation,Minimum Temp.,Maximum Temp.,DEM,Aspect,Slope,TWI,Category
-31.26675,26.73233333,2.2,9045.388,8227.426,7488.683,13549.26,0.192,1.21,0.287,1.518,122.4,11.0,26.0,1662.818,0.423,1.002,6.97,2.0-3.0
-33.51825,25.37944444,1.7,9913.92,8806.968,7755.573,14040.226,0.172,0.706,0.258,1.432,13.8,16.0,29.0,194.638,-2.073,4.419,4.068,1.0-2.0
-32.42675,27.058,1.0,9762.099,8567.246,7753.632,12079.642,0.106,0.475,0.159,1.24,34.2,5.0,16.0,1431.38,-2.572,1.164,6.422,0.5-1.0
-34.464915,19.6745,1.3,7814.267,7331.127,6871.059,11291.706,0.178,1.324,0.268,1.442,37.9,11.0,19.0,219.556,1.36,25.96,5.329,1.0-2.0
-26.96694444,27.78338889,1.4,10366.277,8996.771,8106.953,12561.852,0.096,0.417,0.144,1.217,123.0,12.0,27.0,1488.707,1.633,1.503,4.612,1.0-2.0
-27.52533333,27.02444444,0.5,11090.848,9497.252,8257.488,14032.923,0.119,0.437,0.178,1.282,77.2,14.0,31.0,1360.317,-1.173,1.089,6.568,<= 0.5
-27.56355556,27.63155556,2.2,10272.478,8906.959,8003.349,13721.864,0.143,0.621,0.215,1.353,100.5,13.0,29.0,1548.457,0.17,1.339,5.899,2.0-3.0
-30.77127778,26.65405556,0.3,11637.937,9389.144,7890.929,14797.399,0.118,0.317,0.178,1.273,120.2,14.0,29.0,1381.033,-1.21,0.822,7.158,<= 0.5
-32.92938889,27.21519444,1.5,10407.402,9151.345,8026.38,13857.447,0.143,0.56,0.214,1.338,48.5,10.0,20.0,562.979,-1.212,10.269,6.213,1.0-2.0
-34.464799,19.673699,1.6,8295.755,7637.256,7099.857,11735.881,0.171,1.133,0.256,1.417,37.9,11.0,19.0,219.556,1.36,25.96,5.329,1.0-2.0
-31.36138889,26.29166667,1.0,10529.236,9190.19,8128.239,13233.23,0.114,0.479,0.171,1.265,120.6,12.0,27.0,1632.441,-1.517,1.479,5.017,0.5-1.0
-33.36130556,23.70588889,0.7,9909.865,8573.766,7560.959,11393.251,0.07,0.282,0.105,1.151,68.0,15.0,28.0,946.863,0.955,3.502,7.83,0.5-1.0
-34.469625,19.677232,0.4,9903.757,8587.111,7795.867,12666.587,0.123,0.589,0.185,1.283,37.9,11.0,19.0,251.232,-0.422,18.937,7.912,<= 0.5
-27.81780556,27.52313889,0.9,10317.131,8974.35,8047.363,13371.924,0.128,0.54,0.192,1.305,91.0,13.0,30.0,1449.186,-1.039,3.464,8.375,0.5-1.0
-32.02438889,26.46227778,0.9,11186.68,9321.942,8086.724,14196.967,0.119,0.388,0.179,1.274,117.4,13.0,28.0,1228.515,2.378,0.691,7.304,0.5-1.0
-32.46255556,26.31769444,1.6,10536.531,9209.464,8128.315,15008.486,0.176,0.718,0.263,1.45,42.5,5.0,17.0,1349.755,3.02,4.186,6.66,1.0-2.0
-31.95411111,18.7185,0.5,11551.4,9539.587,8140.979,15059.574,0.132,0.409,0.199,1.311,8.5,13.0,30.0,56.775,-2.249,6.875,4.442,<= 0.5
-26.70333333,28.3075,2.7,10474.497,8735.786,7798.664,12618.9,0.094,0.375,0.141,1.213,24.7,11.0,28.0,1527.597,-2.458,1.382,5.678,2.0-3.0
-29.40686111,26.28272222,0.7,11015.375,9288.249,8098.94,14089.6,0.124,0.465,0.187,1.291,18.3,3.0,21.0,1434.478,0.807,1.243,6.191,0.5-1.0
-29.86308333,26.61375,0.9,10756.595,9158.569,8014.31,13610.577,0.119,0.435,0.178,1.275,6.0,-3.0,16.0,1575.125,0.706,1.097,6.693,0.5-1.0
-31.53891667,18.27402778,0.9,10145.47,8957.897,7976.023,14994.987,0.183,0.792,0.275,1.512,6.3,12.0,29.0,6.142,0.054,0.932,1.448,0.5-1.0
-31.93263889,23.89708333,0.4,10620.91,8839.422,7807.175,12069.243,0.064,0.216,0.096,1.137,46.8,12.0,28.0,1372.721,0.909,1.031,6.712,<= 0.5
-29.01436111,25.65797222,0.5,12466.847,9379.399,7910.571,15231.155,0.101,0.261,0.152,1.234,64.5,14.0,30.0,1260.531,-0.461,1.482,4.724,<= 0.5
-30.37641667,25.96319444,1.9,11434.305,9414.966,8136.911,13477.914,0.084,0.271,0.125,1.185,71.7,14.0,31.0,1388.423,2.174,4.284,6.452,1.0-2.0
-29.43822222,26.49272222,1.0,10400.764,9022.681,8005.699,13095.188,0.116,0.485,0.174,1.269,18.8,3.0,21.0,1526.979,0.443,0.648,7.61,0.5-1.0
-27.32908333,26.72180556,0.4,11382.518,9119.061,7764.168,15355.101,0.153,0.57,0.23,1.408,146.6,17.0,29.0,1333.041,-1.282,0.559,7.664,<= 0.5
-28.61047222,27.70102778,0.7,10520.175,8914.513,8002.823,12959.538,0.106,0.429,0.159,1.243,29.3,9.0,27.0,1530.884,-0.279,1.431,5.375,0.5-1.0
-32.66916667,21.43638889,0.1,11091.536,9512.894,8396.559,12171.854,0.046,0.179,0.069,1.1,19.7,15.0,32.0,705.538,2.822,1.039,6.026,<= 0.5
-29.71211111,26.35761111,0.8,11341.833,9350.458,8006.723,14256.683,0.114,0.349,0.171,1.263,4.9,-3.0,16.0,1535.629,-0.603,1.003,6.887,0.5-1.0
-25.71661111,27.82969444,1.4,9337.612,8469.326,7670.329,13552.593,0.185,0.942,0.278,1.463,1.2,5.0,21.0,1166.867,-2.028,3.657,7.631,1.0-2.0
-28.47597222,25.92813889,0.7,11418.029,9588.854,8354.301,14971.675,0.138,0.536,0.207,1.34,65.3,14.0,30.0,1304.781,-1.045,0.95,6.838,0.5-1.0
-32.71819444,22.45819444,0.2,10585.41,9106.099,8019.028,11071.517,0.022,0.084,0.034,1.046,28.6,15.0,30.0,858.794,0.931,0.832,6.662,<= 0.5
-28.69077778,26.54588889,0.4,11737.08,9560.684,8056.275,15332.257,0.136,0.416,0.204,1.33,34.6,4.0,22.0,1445.838,-0.811,0.875,7.095,<= 0.5
-28.43797222,28.54844444,1.7,10637.14,9044.943,8129.159,14273.877,0.144,0.571,0.216,1.362,118.0,10.0,25.0,1771.852,-1.682,4.297,6.661,1.0-2.0
-27.97119444,25.97125,0.2,13337.102,10734.811,8702.951,16879.93,0.12,0.321,0.18,1.28,149.8,16.0,30.0,1279.199,-2.188,0.978,6.759,<= 0.5
-32.05055556,24.07975,1.2,10404.69,8539.741,7578.535,12450.774,0.089,0.294,0.134,1.197,54.6,10.0,26.0,1525.447,-2.406,3.874,7.436,1.0-2.0
-28.51405555,25.97611111,0.6,10897.147,9302.987,8218.328,13972.648,0.125,0.495,0.188,1.294,66.3,13.0,30.0,1345.937,0.803,1.339,5.76,0.5-1.0
-29.89661111,25.19575,0.7,10751.812,9051.707,7992.282,12939.009,0.093,0.329,0.139,1.209,78.0,15.0,31.0,1461.416,-0.852,0.555,7.766,0.5-1.0
-29.87338889,24.88788889,0.8,11841.126,9478.033,8140.368,13781.754,0.076,0.207,0.114,1.165,73.0,16.0,33.0,1253.431,0.43,0.842,7.019,0.5-1.0
-31.02433333,17.95147222,0.7,10149.346,8441.627,7591.396,12175.663,0.091,0.339,0.137,1.203,7.6,12.0,28.0,345.671,-0.222,3.908,5.883,0.5-1.0
-33.55888889,19.21641667,0.5,9999.287,8684.798,7837.886,14311.202,0.173,0.686,0.259,1.436,23.9,16.0,28.0,222.431,1.714,0.415,6.226,<= 0.5
-29.425,25.90386111,0.7,10640.163,9141.005,8072.562,13585.166,0.122,0.477,0.183,1.29,65.7,13.0,29.0,1370.854,3.038,1.106,6.532,0.5-1.0
-29.01011111,25.47158333,0.5,10728.728,9120.496,7907.832,14021.474,0.134,0.471,0.2,1.317,64.4,14.0,31.0,1222.122,-1.634,1.007,6.651,<= 0.5
-29.94558333,25.53897222,1.6,11491.301,9616.989,8284.042,14749.264,0.126,0.423,0.188,1.3,75.1,14.0,31.0,1420.693,0.392,1.129,6.51,1.0-2.0
-28.29569444,26.36991667,0.2,12148.894,9874.582,8217.891,16561.126,0.157,0.515,0.236,1.412,41.1,5.0,23.0,1343.43,-1.114,0.86,7.054,<= 0.5
-31.82580556,18.58183333,0.4,10888.127,9152.045,7930.28,13612.359,0.113,0.383,0.169,1.261,9.3,12.0,29.0,198.265,-2.868,13.78,4.317,<= 0.5
-31.09225,18.21677778,0.8,10422.735,8702.918,7812.258,11991.874,0.07,0.262,0.104,1.152,7.6,12.0,29.0,266.13,0.075,6.57,6.808,0.5-1.0
-32.83605556,22.26852778,0.3,10976.605,9172.771,8168.321,11324.486,0.015,0.05,0.022,1.031,26.1,15.0,30.0,779.787,-0.719,3.667,7.203,<= 0.5
-32.44163889,22.54744444,0.4,9916.795,8648.455,7972.894,10399.069,0.023,0.09,0.035,1.048,30.5,16.0,31.0,802.378,-1.163,1.278,5.488,<= 0.5
-31.14144444,17.87516667,0.6,11192.274,9170.979,7996.272,13337.034,0.088,0.276,0.132,1.194,6.1,12.0,28.0,148.137,0.394,3.503,5.97,0.5-1.0
-28.47583333,25.19597222,0.6,10794.783,9030.901,7978.107,12898.959,0.091,0.352,0.137,1.207,60.7,15.0,31.0,1231.959,-1.372,1.036,6.593,0.5-1.0
-30.51169444,25.65025,0.4,11541.657,9618.046,8403.999,13050.82,0.063,0.225,0.095,1.138,67.2,15.0,31.0,1311.279,2.83,1.51,4.387,<= 0.5
-29.89055556,24.99052778,0.3,10997.186,8896.47,7756.74,13091.716,0.087,0.259,0.131,1.193,74.1,16.0,33.0,1309.486,-1.851,1.536,3.808,<= 0.5
-28.73527778,26.36480556,1.0,10932.888,9335.853,8216.417,13664.855,0.113,0.453,0.17,1.268,31.9,4.0,23.0,1337.701,0.623,0.289,8.412,0.5-1.0
-28.78705556,26.21308333,0.7,10944.899,9350.578,8134.012,14485.232,0.142,0.53,0.212,1.34,65.1,13.0,30.0,1289.908,-1.949,0.608,7.525,0.5-1.0
-30.76422222,18.91936111,0.2,12490.824,9535.833,8065.336,13450.932,0.037,0.088,0.055,1.077,10.0,12.0,29.0,647.439,1.066,3.814,6.7,<= 0.5
-29.66522222,24.52380556,0.3,12835.76,10001.763,8488.777,14794.101,0.072,0.189,0.108,1.158,72.2,17.0,34.0,1160.504,-2.049,1.493,4.508,<= 0.5
-34.38497162,20.70994377,2.1,9509.895,8292.58,7643.754,12802.542,0.149,0.708,0.223,1.352,30.2,14.0,24.0,54.958,0.514,0.423,4.811,2.0-3.0
-29.15758333,25.68355556,0.8,11353.155,9200.074,7881.226,14895.536,0.136,0.397,0.203,1.318,65.5,14.0,30.0,1312.384,-2.605,1.559,2.775,0.5-1.0
-28.67822222,26.28925,0.4,11419.914,9513.924,8329.887,14149.941,0.11,0.399,0.165,1.254,32.2,4.0,23.0,1320.52,2.258,0.932,6.889,<= 0.5
-29.03844444,25.54413889,0.3,11831.423,9268.409,7793.901,14955.386,0.118,0.317,0.176,1.272,64.5,14.0,30.0,1236.412,-0.977,1.185,6.219,<= 0.5
-30.44008333,25.79683333,0.5,10709.072,9143.103,8047.481,13592.268,0.12,0.454,0.18,1.277,69.3,14.0,31.0,1343.85,1.932,0.767,7.241,<= 0.5
-30.39580556,25.24644445,0.5,11227.012,9460.192,8283.467,12650.701,0.061,0.222,0.091,1.13,67.1,15.0,32.0,1255.89,1.554,1.294,5.878,<= 0.5
-29.90369444,26.14997222,1.2,11805.829,9819.463,8488.668,14475.58,0.103,0.354,0.155,1.246,4.5,-2.0,16.0,1411.354,2.583,0.944,6.929,1.0-2.0
-29.58333333,30.26666667,3.0,9163.991,8334.361,7511.235,14522.205,0.222,1.044,0.333,1.605,76.4,11.0,24.0,1200.879,2.838,6.966,7.302,2.0-3.0
-29.84802778,25.19369444,0.6,11060.575,9314.954,8062.52,12937.631,0.078,0.254,0.117,1.172,78.2,15.0,31.0,1419.474,-0.803,1.533,3.995,0.5-1.0
-25.64444444,27.91833333,1.7,9436.483,8433.856,7853.225,11757.784,0.11,0.642,0.165,1.252,64.2,17.0,30.0,1230.002,-0.649,1.306,5.809,1.0-2.0
-33.81816483,20.19013977,0.7,10681.179,8870.632,7958.612,12309.094,0.072,0.272,0.108,1.156,21.5,14.0,27.0,282.127,-1.654,7.29,5.182,0.5-1.0
-28.96894444,25.63008333,0.8,10389.102,8903.285,7891.611,13048.524,0.115,0.455,0.172,1.268,64.2,14.0,30.0,1230.551,1.352,0.678,7.331,0.5-1.0
-28.27611111,25.49763889,0.3,11818.853,9287.074,7767.041,14789.11,0.112,0.303,0.169,1.263,32.5,5.0,23.0,1329.314,2.579,1.199,6.251,<= 0.5
-28.82680556,25.15711111,0.6,10713.753,8850.674,7779.952,12610.023,0.082,0.28,0.123,1.183,61.3,15.0,31.0,1200.644,-2.451,1.06,6.51,0.5-1.0
-29.25161111,26.82111111,0.9,10419.414,9122.051,8139.693,13264.606,0.121,0.52,0.181,1.28,24.4,4.0,21.0,1509.594,-0.83,0.727,7.437,0.5-1.0
-30.22641667,26.11094444,0.7,11088.425,9363.063,8266.361,13375.224,0.096,0.362,0.144,1.221,5.4,-1.0,17.0,1388.67,0.673,0.936,6.929,0.5-1.0
-32.72880556,23.20263889,0.3,11824.455,9716.298,8529.727,12676.331,0.035,0.113,0.052,1.073,31.7,15.0,30.0,823.976,1.918,1.563,1.826,<= 0.5
-27.97661111,26.56502778,0.3,11579.337,9556.759,8081.269,16663.642,0.186,0.689,0.279,1.497,152.7,17.0,30.0,1305.645,-1.83,1.159,6.344,<= 0.5
-31.91588889,22.28988889,0.5,13172.085,10781.86,9527.568,14768.129,0.057,0.18,0.085,1.121,42.2,12.0,28.0,1403.595,-3.008,0.171,9.006,<= 0.5
-31.82269444,22.49577778,0.4,11057.939,8917.666,7959.0,12156.495,0.047,0.15,0.071,1.1,46.3,12.0,27.0,1506.214,3.093,1.089,6.67,<= 0.5
-28.00122222,28.03261111,0.7,11179.186,9315.45,8100.69,14414.793,0.125,0.406,0.188,1.294,102.7,11.0,27.0,1589.787,-2.211,3.595,8.089,0.5-1.0
-33.87869263,20.11672211,1.4,9197.644,8203.605,7606.746,11112.04,0.095,0.57,0.142,1.21,24.9,14.0,27.0,249.909,1.843,13.434,5.321,1.0-2.0
-29.52311111,26.62772222,0.9,9563.097,8579.841,7759.067,12861.641,0.146,0.728,0.218,1.35,5.1,-3.0,17.0,1522.833,-1.717,4.402,6.189,0.5-1.0
-28.70991667,27.54783333,0.4,10276.11,8753.899,7724.562,13409.273,0.133,0.546,0.2,1.326,28.3,8.0,26.0,1692.204,1.607,3.968,7.35,<= 0.5
-28.08541667,25.53827778,0.7,10304.813,9022.912,8034.38,13306.65,0.127,0.546,0.191,1.302,37.1,5.0,23.0,1309.432,-1.152,0.473,7.846,0.5-1.0
-27.01444444,30.35944444,1.6,9498.517,8325.401,7522.926,13661.665,0.18,0.814,0.269,1.462,58.4,10.0,26.0,1404.616,-3.028,9.45,10.938,1.0-2.0
-34.09236145,19.71308327,1.8,12188.574,9965.099,8763.34,13966.486,0.068,0.208,0.102,1.146,36.1,13.0,25.0,257.986,1.382,10.371,5.214,1.0-2.0
-29.16788889,25.81147222,0.6,9598.702,8665.777,7848.797,12100.875,0.116,0.633,0.174,1.267,64.8,13.0,30.0,1270.476,-1.716,0.534,7.672,0.5-1.0
-28.93333333,29.71666667,0.3,9695.862,8570.551,7685.241,12965.642,0.146,0.689,0.219,1.355,57.5,11.0,27.0,1124.108,1.927,7.326,6.485,<= 0.5
-28.33216667,28.90816667,2.2,9160.975,8238.933,7527.932,11428.362,0.104,0.565,0.156,1.253,120.2,11.0,26.0,1650.81,-2.468,4.207,6.816,2.0-3.0
-29.69708333,24.36433333,0.4,10663.953,9046.077,8016.284,12957.522,0.097,0.364,0.145,1.221,69.2,17.0,33.0,1099.552,0.326,1.529,3.823,<= 0.5
-28.59583333,24.91341667,0.2,10932.988,9219.695,8079.754,13247.22,0.097,0.349,0.145,1.219,59.7,15.0,31.0,1215.928,-1.456,0.601,7.481,<= 0.5
-29.26866667,26.05111111,0.7,11663.805,9533.819,8233.045,14210.342,0.101,0.338,0.151,1.228,65.8,13.0,30.0,1333.932,-1.727,0.77,7.227,0.5-1.0
-34.44166565,19.73638916,2.6,9739.078,8613.701,7870.55,12680.167,0.133,0.682,0.199,1.309,57.2,11.0,19.0,380.314,-0.386,0.831,5.856,2.0-3.0
-33.88227778,19.36266667,1.1,9995.172,8740.482,7822.971,14847.688,0.197,0.849,0.296,1.505,30.9,15.0,27.0,271.894,3.006,3.907,5.647,1.0-2.0
-30.06269444,26.14511111,1.7,10916.045,9137.703,7999.565,13568.222,0.11,0.397,0.165,1.259,5.2,-3.0,16.0,1537.125,-0.234,3.746,7.708,1.0-2.0
-32.11263889,22.20558333,0.6,11107.078,9148.699,8255.032,12010.357,0.039,0.139,0.059,1.082,42.1,12.0,27.0,1445.418,1.146,0.971,6.896,0.5-1.0
-29.52141667,26.11272222,0.7,10994.518,9192.808,8075.107,13634.747,0.109,0.386,0.163,1.251,3.8,-3.0,16.0,1428.184,-2.368,3.51,8.216,0.5-1.0
-30.95722222,18.22522222,1.0,12522.998,10028.912,8594.028,13854.974,0.05,0.137,0.076,1.107,4.2,10.0,26.0,362.732,-2.485,6.533,7.258,0.5-1.0
-28.66358333,25.24125,0.5,10146.828,8812.033,7884.359,12983.629,0.124,0.553,0.186,1.29,61.0,14.0,31.0,1251.292,1.025,0.942,6.813,<= 0.5
-30.21733333,25.03341667,0.6,11934.771,9689.191,8337.535,13926.667,0.078,0.235,0.117,1.172,69.4,16.0,31.0,1322.85,3.044,1.036,6.665,0.5-1.0
-30.11875,25.86075,1.1,11528.721,9518.257,8285.721,13675.834,0.086,0.288,0.129,1.196,72.7,14.0,30.0,1440.661,-1.028,1.121,6.545,1.0-2.0
-32.01972222,18.57033333,0.3,12744.433,10206.349,8538.652,15823.368,0.11,0.299,0.165,1.257,10.6,12.0,29.0,209.525,0.479,3.289,7.25,<= 0.5
-32.75638889,22.34869444,0.3,12140.566,10146.636,8691.492,13510.6,0.054,0.173,0.081,1.116,26.7,15.0,31.0,759.255,-0.722,0.864,6.474,<= 0.5
-28.982,25.25630556,0.5,10134.036,8687.747,7793.428,12080.554,0.088,0.376,0.133,1.198,63.1,15.0,31.0,1188.351,-1.718,0.287,8.301,<= 0.5
-28.5565,26.22855556,0.8,10607.181,9250.022,8166.868,14423.215,0.155,0.668,0.232,1.384,66.3,13.0,30.0,1343.408,0.937,0.68,7.415,0.5-1.0
-29.75527778,25.84658333,0.7,11471.771,9467.325,8266.701,13895.324,0.097,0.317,0.145,1.22,65.7,13.0,29.0,1396.03,-1.855,0.928,6.953,0.5-1.0
-30.21330556,25.97286111,0.7,10990.06,9261.552,8138.294,13051.677,0.087,0.326,0.131,1.195,74.7,14.0,30.0,1438.402,-2.197,1.196,6.34,0.5-1.0
-28.86122222,27.11991667,1.1,9972.667,8848.185,7842.637,13323.934,0.145,0.655,0.218,1.355,22.7,9.0,28.0,1415.829,-2.015,0.488,7.889,1.0-2.0
-29.87588889,25.09325,1.0,10873.95,9210.933,8094.674,13183.956,0.097,0.343,0.145,1.218,76.6,15.0,32.0,1353.661,0.355,0.995,6.778,0.5-1.0
-31.05888889,18.88,0.5,10992.196,9374.957,8126.328,13263.069,0.094,0.323,0.141,1.21,6.8,12.0,31.0,251.498,1.719,0.582,5.947,<= 0.5
-32.73866667,21.57763889,0.4,11143.286,9292.704,8223.052,11700.838,0.025,0.085,0.037,1.051,20.4,15.0,31.0,724.411,-2.256,0.996,6.15,<= 0.5
-28.21930556,25.53211111,0.2,10940.741,8995.202,7729.699,14376.825,0.136,0.444,0.203,1.332,35.4,5.0,23.0,1320.751,-0.417,0.842,7.073,<= 0.5
-32.60916667,22.78019444,0.3,10915.967,9353.063,8352.489,11537.828,0.028,0.11,0.042,1.057,30.1,15.0,31.0,845.662,2.014,0.952,6.401,<= 0.5
-27.27502778,26.50461111,0.2,11192.931,9264.338,7817.389,15594.213,0.165,0.56,0.248,1.432,147.5,17.0,30.0,1257.265,-0.663,1.347,5.656,<= 0.5
-28.58758333,25.59455556,0.6,10722.619,9021.441,8016.252,13038.261,0.1,0.412,0.15,1.231,63.1,14.0,31.0,1302.222,-2.201,0.601,7.549,0.5-1.0
-33.29761111,19.16533333,1.8,10150.001,8634.148,7681.268,14282.77,0.169,0.765,0.254,1.467,19.3,17.0,29.0,225.286,0.857,7.728,3.344,1.0-2.0
-29.41069444,25.15252778,0.9,11480.463,9669.953,8423.56,13744.09,0.09,0.314,0.136,1.206,61.6,15.0,31.0,1235.896,-0.161,0.329,8.195,0.5-1.0
-32.20811111,18.74469445,0.2,13892.925,11261.457,9509.491,16115.248,0.075,0.205,0.112,1.163,12.9,12.0,28.0,595.185,0.684,4.231,5.739,<= 0.5
-34.07930374,19.63627815,1.0,8783.284,8187.361,7335.866,16519.994,0.302,1.384,0.453,1.909,35.9,12.0,24.0,190.929,1.486,1.123,4.52,0.5-1.0
-29.24211111,25.71772222,0.4,10850.278,9197.481,8043.969,13808.871,0.121,0.422,0.181,1.277,65.2,13.0,30.0,1306.79,-1.673,1.322,5.806,<= 0.5
-28.95047222,25.76266667,0.6,10285.804,8965.167,8009.205,12807.652,0.111,0.533,0.167,1.26,63.9,14.0,30.0,1227.256,-2.867,0.763,7.157,0.5-1.0
-32.22155556,22.18819444,0.2,10962.847,9420.938,8548.662,12145.604,0.051,0.215,0.077,1.11,32.0,15.0,30.0,915.776,2.946,1.55,2.932,<= 0.5
-29.44641667,25.49402778,0.5,11781.622,9435.635,8093.241,14661.757,0.11,0.324,0.164,1.252,64.5,14.0,30.0,1327.138,1.981,1.203,6.238,<= 0.5
-28.80927778,26.328,0.4,11180.371,8859.005,7681.886,14269.06,0.124,0.426,0.186,1.297,29.7,4.0,23.0,1325.587,-2.191,1.493,4.633,<= 0.5
-34.26564026,21.76563835,0.9,10062.081,8793.943,7849.017,14486.018,0.179,0.704,0.268,1.452,13.8,17.0,27.0,9.492,0.719,0.508,2.814,0.5-1.0
-29.91463889,25.48972222,1.4,11514.731,9674.455,8464.623,14097.195,0.103,0.383,0.155,1.241,75.6,15.0,31.0,1378.667,-0.62,1.489,4.723,1.0-2.0
-34.19313812,20.75499916,1.9,12195.13,9826.732,8550.762,14156.576,0.074,0.215,0.112,1.161,31.8,14.0,27.0,200.499,2.653,7.756,2.986,1.0-2.0
-30.7585,18.80275,0.2,13890.557,10238.315,8388.166,15551.148,0.057,0.117,0.085,1.12,9.0,11.0,29.0,615.934,2.01,1.337,4.988,<= 0.5
-29.75636111,25.65069444,1.1,12071.154,9977.046,8596.536,14620.411,0.097,0.315,0.146,1.223,63.6,13.0,30.0,1325.373,-0.896,0.835,7.091,1.0-2.0
-27.76161111,25.85216667,0.5,11208.211,9495.36,8204.958,13946.834,0.11,0.394,0.165,1.255,140.1,17.0,30.0,1283.044,3.138,0.373,8.095,<= 0.5
-28.12380556,27.68783333,0.6,11543.891,9556.634,8420.06,13641.388,0.084,0.28,0.125,1.187,96.0,12.0,28.0,1551.465,-1.629,1.386,5.672,0.5-1.0
-28.66072222,25.60730556,0.7,11144.647,9543.109,8318.289,14032.073,0.117,0.458,0.176,1.285,62.5,14.0,31.0,1248.018,1.554,1.433,5.155,0.5-1.0
-32.6135,21.71575,0.3,10904.035,9336.787,8305.357,11287.022,0.017,0.069,0.026,1.036,22.1,15.0,32.0,695.985,0.161,3.652,7.126,<= 0.5
-28.20530556,26.77619444,0.3,11668.691,9557.858,8079.204,15347.707,0.138,0.443,0.208,1.342,160.0,17.0,30.0,1356.24,2.849,0.531,7.744,<= 0.5
-32.57466667,23.13352778,0.6,11134.391,9296.284,8306.966,12024.791,0.039,0.139,0.058,1.081,32.5,15.0,30.0,858.98,1.824,0.52,7.313,0.5-1.0
-28.54052778,24.90875,1.1,10168.764,8884.323,8079.589,11954.989,0.081,0.391,0.122,1.181,59.3,15.0,32.0,1188.013,-0.31,0.335,8.136,1.0-2.0
-33.44361111,19.2,0.4,8765.569,7996.264,7240.794,14771.36,0.251,1.178,0.377,1.684,22.6,16.0,28.0,258.484,0.94,0.843,5.441,<= 0.5
-31.5205,18.36680556,0.2,11646.135,8805.399,7780.403,13615.015,0.078,0.204,0.118,1.172,7.2,12.0,29.0,101.031,-1.154,0.967,4.244,<= 0.5
-30.59108333,25.72975,0.7,12020.99,9879.572,8606.314,13890.177,0.072,0.25,0.108,1.158,66.7,15.0,32.0,1319.693,-2.529,1.396,5.451,0.5-1.0
-30.46352778,26.54947222,0.8,11041.211,9233.155,8071.168,13147.919,0.088,0.312,0.133,1.196,14.6,4.0,21.0,1422.719,-1.655,0.512,7.837,0.5-1.0
-34.219306950000004,21.78344536,1.0,9874.692,8729.124,7726.255,14523.6,0.19,0.74,0.285,1.472,14.4,17.0,27.0,234.177,-2.964,6.507,6.906,0.5-1.0
-30.40391667,25.71961111,0.7,11865.133,9682.491,8341.249,14231.111,0.094,0.311,0.14,1.212,70.3,14.0,31.0,1406.834,-2.217,1.407,5.449,0.5-1.0
-28.5355,26.59661111,1.0,10853.907,9237.516,8065.671,13654.583,0.116,0.438,0.174,1.266,38.5,5.0,23.0,1376.156,-2.294,1.445,5.161,0.5-1.0
-31.802,23.55230556,0.4,12703.33,10355.868,9005.66,14343.44,0.061,0.187,0.092,1.131,40.4,13.0,30.0,1129.419,-2.568,0.843,6.913,<= 0.5
-31.58377778,18.78077778,0.1,11495.798,9263.413,8092.116,13272.492,0.073,0.223,0.109,1.161,7.2,13.0,31.0,152.795,-0.909,1.275,3.84,<= 0.5
-28.89130556,25.57822222,0.7,11140.235,9501.235,8310.93,13705.978,0.104,0.381,0.156,1.242,63.4,14.0,31.0,1210.916,-0.189,0.207,8.658,0.5-1.0
-29.101,25.48380556,0.3,10475.599,8922.845,7757.361,14022.563,0.145,0.513,0.217,1.349,65.2,14.0,30.0,1277.604,0.193,1.248,6.057,<= 0.5
-32.68238889,22.68183333,0.2,12283.9,10115.34,8697.428,13978.781,0.065,0.195,0.098,1.14,30.4,15.0,30.0,877.76,-2.524,0.56,7.244,<= 0.5
-32.8,22.69163889,0.2,12018.746,9954.154,8558.089,13503.215,0.059,0.18,0.088,1.126,29.5,14.0,30.0,902.908,-2.372,0.743,6.89,<= 0.5
-29.27394444,26.215,0.5,10415.983,9127.873,8151.311,13043.282,0.115,0.521,0.172,1.264,18.1,4.0,21.0,1386.828,0.654,0.542,7.743,<= 0.5
-29.03897222,24.85375,0.7,10924.723,9111.543,7972.142,12838.534,0.082,0.283,0.122,1.181,59.3,15.0,32.0,1135.85,1.918,0.586,7.444,0.5-1.0
-28.263,26.26475,0.5,12779.224,10315.609,8523.766,16764.382,0.142,0.48,0.214,1.365,41.4,5.0,23.0,1309.707,-1.738,0.457,7.887,<= 0.5
-34.0201683,21.5233326,3.2,8756.837,8003.547,7321.468,12210.608,0.163,0.885,0.244,1.395,16.2,12.0,25.0,312.826,1.677,3.781,6.042,3.0-4.0
-28.45266667,25.69591667,0.5,10674.065,9115.033,8014.681,13921.676,0.135,0.558,0.202,1.326,63.2,14.0,30.0,1280.144,2.472,0.816,7.094,<= 0.5
-28.51822222,26.07130556,0.3,11194.74,9397.866,8122.274,14445.957,0.129,0.457,0.194,1.306,66.3,13.0,30.0,1324.759,1.335,1.335,5.763,<= 0.5
-28.47391667,25.44097222,0.4,11676.081,9513.154,8161.951,14703.449,0.118,0.405,0.177,1.282,28.5,5.0,23.0,1248.432,-0.063,3.242,9.425,<= 0.5
-30.19952778,25.38913889,1.0,11121.025,9260.731,8123.536,13722.31,0.106,0.37,0.159,1.241,75.3,14.0,31.0,1482.492,-0.284,1.079,6.677,0.5-1.0
