Lat,Lon,C,Red,Green,Blue,NIR,NDVI,EVI,SAVI,RVI,Precipitation,Minimum Temp.,Maximum Temp.,DEM,Aspect,Slope,TWI,Category
-32.26027778,28.15611111,0.7,9354.768,8453.072,7685.984,12704.366,0.148,0.756,0.223,1.377,69.5,12.0,23.0,643.51,0.093,13.513,6.138,0.5-1.0
-32.57916667,28.38888889,4.4,9789.479,8761.917,7855.93,13462.057,0.157,0.692,0.235,1.375,95.3,14.0,23.0,205.993,0.435,6.618,6.368,> 4.0
-32.035,28.75,2.2,10346.234,9228.677,8205.055,14164.531,0.155,0.702,0.232,1.384,8.8,9.0,23.0,561.913,-2.346,13.788,5.324,2.0-3.0
-24.77833333,31.38694444,1.0,10327.83,9105.857,8267.478,13852.854,0.145,0.663,0.217,1.353,156.0,19.0,31.0,374.289,2.914,3.572,6.702,0.5-1.0
-30.22222222,28.52833333,1.3,10015.629,8889.817,7807.887,13877.539,0.163,0.672,0.244,1.395,95.4,16.0,28.0,1568.333,-1.862,9.629,8.93,1.0-2.0
-26.13833333,30.18638889,2.0,9732.33,8604.348,7696.622,12874.0,0.138,0.6,0.208,1.336,41.4,9.0,22.0,1739.171,0.897,7.446,6.623,1.0-2.0
-31.08611111,28.57861111,0.4,10581.844,9216.325,8091.503,13741.718,0.127,0.477,0.191,1.309,72.2,12.0,25.0,975.977,2.954,4.584,4.839,<= 0.5
-27.36277778,29.57777778,1.4,9831.261,8702.278,7813.471,13382.249,0.154,0.698,0.231,1.379,51.2,12.0,25.0,1709.57,-1.947,3.853,7.591,1.0-2.0
-25.55972222,31.66361111,1.1,8876.668,8348.065,7531.594,14614.215,0.239,1.259,0.359,1.681,31.8,17.0,29.0,373.501,0.256,1.268,4.743,1.0-2.0
-30.60777778,28.23027778,1.4,9805.804,8766.56,7704.61,16008.539,0.24,1.035,0.36,1.676,110.8,14.0,27.0,1660.055,-1.582,13.299,7.522,1.0-2.0
-32.27277778,28.79027778,1.4,9851.587,9064.843,8052.222,15032.12,0.199,0.955,0.299,1.539,11.5,11.0,23.0,188.169,-2.767,7.771,2.719,1.0-2.0
-32.15777778,28.26972222,1.1,10606.233,9305.716,8216.014,14481.789,0.153,0.646,0.23,1.394,59.7,11.0,23.0,808.158,-2.881,4.494,5.193,1.0-2.0
-30.64333333,28.35694444,1.9,9635.838,8900.756,7789.328,15147.057,0.221,1.025,0.332,1.601,106.0,15.0,27.0,1808.8,1.098,9.462,10.783,1.0-2.0
-24.38666667,31.87083333,1.5,10319.151,8894.414,8085.455,12565.67,0.097,0.422,0.145,1.221,5.7,9.0,27.0,212.319,2.645,0.964,4.989,1.0-2.0
-30.79722222,28.61277778,2.8,9090.649,8496.41,7584.461,13864.73,0.202,0.998,0.303,1.549,80.7,9.0,23.0,1632.907,2.734,6.628,8.423,2.0-3.0
-25.525,31.29638889,1.4,9349.047,8642.74,7775.252,14322.297,0.206,1.013,0.309,1.551,13.2,12.0,26.0,410.177,2.701,6.357,8.627,1.0-2.0
-31.10333333,28.85444444,0.4,11036.116,9675.711,8411.127,15031.575,0.154,0.565,0.23,1.379,75.1,11.0,24.0,1075.877,2.001,4.353,5.999,<= 0.5
-33.38861111,27.09166667,0.8,10698.085,9496.127,8220.985,14324.368,0.145,0.552,0.217,1.343,50.9,15.0,25.0,214.076,-2.568,9.736,6.499,0.5-1.0
-25.90194444,29.63777778,5.1,10107.151,8786.402,7792.504,12501.033,0.104,0.414,0.156,1.247,60.3,13.0,25.0,1570.669,-0.512,3.827,7.562,> 4.0
-30.6825,28.28583333,3.2,10226.909,9026.844,7767.964,15732.286,0.215,0.867,0.322,1.578,117.0,12.0,26.0,1974.444,-3.113,7.296,7.115,3.0-4.0
-26.94944444,29.29777778,1.1,9911.325,9042.35,7993.755,14146.117,0.173,0.783,0.259,1.441,53.3,13.0,26.0,1556.618,2.081,3.327,9.026,1.0-2.0
-26.76472222,29.89361111,1.5,9702.783,8633.826,7716.817,12675.949,0.13,0.568,0.196,1.318,46.1,13.0,26.0,1603.236,0.915,3.526,8.283,1.0-2.0
-31.14722222,28.69888889,2.2,10525.996,9212.187,8042.397,14122.995,0.143,0.591,0.215,1.374,73.0,11.0,24.0,1011.345,-2.819,6.472,8.578,2.0-3.0
-25.70305556,30.23111111,2.9,9646.576,8566.018,7630.619,12523.696,0.128,0.561,0.192,1.313,36.1,10.0,24.0,1644.866,-0.308,3.812,7.638,2.0-3.0
-24.83027778,31.4725,3.3,9872.462,8806.533,8068.763,13150.299,0.138,0.721,0.207,1.349,15.0,12.0,27.0,383.64,-2.489,4.065,5.669,3.0-4.0
-30.64527778,28.91444444,1.7,10423.849,9361.393,8140.512,14942.946,0.181,0.744,0.271,1.464,120.8,15.0,27.0,1338.974,-0.525,6.657,8.136,1.0-2.0
-30.61139,28.53278,26.0,10153.659,9233.15,8123.675,14425.279,0.172,0.767,0.258,1.44,107.3,16.0,28.0,1488.531,1.741,7.705,5.412,> 4.0
-27.27527778,30.52305556,4.3,8987.069,8332.759,7458.01,14504.551,0.228,1.091,0.342,1.633,63.4,13.0,26.0,1434.768,-2.503,6.699,8.086,> 4.0
-26.29,30.01916667,2.0,9323.479,8350.081,7561.696,11893.595,0.119,0.58,0.178,1.289,37.1,9.0,22.0,1763.955,2.123,6.902,7.814,1.0-2.0
-27.16305556,30.40833333,1.4,9536.376,8657.467,7665.791,13884.252,0.184,0.815,0.276,1.47,57.0,14.0,26.0,1377.433,0.523,6.427,9.163,1.0-2.0
-30.62666667,28.76888889,1.7,10995.857,9666.063,8214.853,15055.288,0.158,0.585,0.237,1.388,118.4,15.0,27.0,1482.875,-3.052,19.027,9.019,1.0-2.0
-24.37111111,31.67916667,1.4,10904.464,9259.504,8273.349,13581.436,0.109,0.417,0.164,1.254,4.9,9.0,27.0,325.862,-3.002,1.425,3.871,1.0-2.0
-32.12583333,28.32888889,0.7,11063.7,9781.618,8505.423,14433.227,0.13,0.522,0.194,1.323,61.9,11.0,23.0,766.957,-1.498,4.692,2.765,0.5-1.0
-30.22861111,28.55138889,0.6,11697.782,9859.455,8240.999,16121.015,0.161,0.496,0.241,1.394,97.3,16.0,28.0,1471.776,-2.898,10.92,4.708,0.5-1.0
-30.70333333,28.27833333,3.5,9727.101,8800.767,7768.9,15068.484,0.218,1.025,0.328,1.589,67.7,10.0,25.0,1948.192,-0.444,19.753,7.332,3.0-4.0
-27.06111111,30.5975,3.5,9029.882,8232.97,7327.435,12889.368,0.174,0.811,0.261,1.432,64.0,14.0,26.0,1328.014,0.34,7.158,7.012,3.0-4.0
-26.28166667,29.25972222,0.5,9532.455,8523.453,7703.516,11718.444,0.102,0.493,0.152,1.235,52.2,12.0,25.0,1586.305,-0.253,4.285,6.584,<= 0.5
-25.6875,29.42083333,0.8,9658.009,8413.041,7607.431,11469.327,0.085,0.367,0.127,1.189,56.7,14.0,27.0,1475.426,1.484,0.709,7.45,0.5-1.0
-26.05944444,29.67861111,4.3,9702.551,8641.529,7723.226,13010.872,0.145,0.676,0.217,1.367,58.8,12.0,25.0,1647.977,2.712,3.144,13.542,> 4.0
-33.09861111,27.07083333,1.7,10166.715,8932.014,7906.378,13009.516,0.123,0.494,0.184,1.283,42.7,14.0,25.0,424.384,1.918,10.37,5.728,1.0-2.0
-26.95611111,29.63111111,1.9,10335.782,9142.582,8123.496,13891.433,0.147,0.637,0.221,1.363,48.6,12.0,26.0,1602.821,-2.772,4.153,6.91,1.0-2.0
-32.46888889,28.47861111,1.9,9837.581,8936.241,7987.027,13770.046,0.167,0.786,0.251,1.407,13.1,10.0,23.0,297.614,3.019,4.26,4.992,1.0-2.0
-32.18917,28.65139,6.0,9682.212,8803.147,7883.961,13590.716,0.165,0.792,0.248,1.424,103.3,18.0,26.0,278.542,2.227,3.485,6.651,> 4.0
-33.10555556,27.42055556,1.6,9651.618,8676.621,7728.66,13202.81,0.155,0.692,0.233,1.376,52.2,15.0,25.0,243.836,-1.028,10.762,4.057,1.0-2.0
-24.65472222,31.91333333,1.3,10346.394,9053.659,8187.299,13297.95,0.124,0.537,0.186,1.294,6.7,9.0,26.0,280.181,-1.343,0.931,5.341,1.0-2.0
-33.21305556,27.12638889,1.4,9871.878,8934.994,7989.958,13479.557,0.154,0.716,0.232,1.369,47.9,15.0,25.0,325.274,-2.022,6.438,7.631,1.0-2.0
-26.82,29.74388889,1.7,9143.838,8345.34,7520.335,12799.651,0.157,0.745,0.235,1.404,46.6,12.0,26.0,1649.883,2.156,4.46,6.052,1.0-2.0
-32.04694444,28.62194444,2.1,10628.508,9497.847,8226.118,12107.801,0.06,0.253,0.09,1.157,9.4,10.0,23.0,215.849,1.499,25.975,5.167,2.0-3.0
-33.12111111,27.34111111,1.0,9463.615,8572.975,7606.997,13301.94,0.169,0.789,0.253,1.413,49.1,16.0,25.0,42.165,-0.578,4.565,1.997,0.5-1.0
-24.79027778,31.37305556,2.1,9859.869,8763.807,8015.376,13571.56,0.156,0.775,0.235,1.401,16.9,12.0,27.0,392.411,-2.141,4.356,4.988,2.0-3.0
-30.9325,28.60555556,1.4,10014.768,9060.423,8028.688,15303.383,0.207,0.945,0.311,1.58,79.0,9.0,23.0,1566.707,-2.969,3.517,8.285,1.0-2.0
-33.23333333,27.28888889,1.1,9061.187,8369.31,7588.701,12989.894,0.177,0.962,0.265,1.433,51.3,15.0,25.0,228.458,-1.825,9.893,6.098,1.0-2.0
-26.45111111,30.13722222,2.4,9637.656,8520.629,7671.222,12074.935,0.109,0.481,0.163,1.259,60.9,12.0,24.0,1687.697,-0.491,4.642,4.775,2.0-3.0
-24.81333333,31.41833333,2.5,9902.101,8776.84,8056.849,13378.531,0.148,0.775,0.222,1.376,16.0,12.0,27.0,399.813,1.76,3.67,6.527,2.0-3.0
-25.81722222,31.89111111,3.3,9163.948,8471.173,7680.59,13025.044,0.167,0.884,0.251,1.438,124.9,20.0,31.0,332.052,0.085,6.675,6.692,3.0-4.0
-25.60194444,29.44472222,0.8,10474.969,8675.484,7589.152,12220.515,0.076,0.244,0.115,1.168,57.8,13.0,26.0,1583.407,-0.666,0.778,7.382,0.5-1.0
-25.5725,31.10444444,1.6,8847.635,8408.29,7579.796,15736.557,0.276,1.446,0.413,1.795,18.3,11.0,24.0,1081.882,2.517,16.157,7.714,1.0-2.0
-25.56833333,28.71555556,1.4,10460.161,8921.987,7893.57,12158.092,0.075,0.282,0.112,1.165,59.5,15.0,28.0,1421.754,2.427,0.968,6.885,1.0-2.0
-33.07916667,26.98472222,2.0,9148.753,8363.17,7508.421,12252.625,0.145,0.737,0.217,1.341,42.4,14.0,25.0,462.299,1.657,13.818,5.018,1.0-2.0
-30.69444444,28.7975,0.7,10471.591,9226.085,7990.099,14764.467,0.172,0.643,0.258,1.43,116.4,16.0,28.0,1294.728,-2.752,13.56,6.737,0.5-1.0
-31.55111,29.07972,17.0,9935.131,9023.394,7969.814,15237.434,0.205,0.924,0.307,1.579,114.6,16.0,26.0,819.802,2.25,4.603,4.503,> 4.0
-26.50333333,30.25361111,2.5,10042.633,8745.932,7745.666,13451.834,0.145,0.592,0.218,1.364,64.1,12.0,24.0,1656.356,-2.708,3.498,8.4,2.0-3.0
-33.44666667,27.13416667,1.2,9465.801,8659.702,7828.354,13081.073,0.16,0.827,0.241,1.384,53.1,16.0,25.0,101.878,2.819,6.66,5.531,1.0-2.0
-25.77,29.53944444,2.2,9768.037,8666.738,7836.864,12304.062,0.112,0.513,0.168,1.267,56.8,14.0,27.0,1499.019,-0.774,4.025,7.114,2.0-3.0
-32.17138889,28.62805556,0.7,9619.267,8720.717,7853.047,13302.773,0.157,0.783,0.236,1.41,10.8,10.0,23.0,259.0,-2.756,6.889,5.949,0.5-1.0
-24.33583333,31.68805556,0.4,10166.692,8722.447,7936.695,13315.788,0.132,0.564,0.199,1.323,4.9,9.0,27.0,337.246,-2.667,3.408,7.122,<= 0.5
-32.05777778,28.43444444,0.9,11052.136,9868.685,8673.406,14755.147,0.139,0.559,0.208,1.356,66.8,11.0,23.0,776.003,-0.922,10.818,4.935,0.5-1.0
-26.02666667,29.11277778,2.4,9473.767,8504.538,7736.132,11812.67,0.105,0.519,0.158,1.252,56.5,13.0,26.0,1562.33,1.256,3.45,8.496,2.0-3.0
-32.04833333,28.72972222,2.2,9951.211,8970.729,7947.655,14309.523,0.18,0.839,0.27,1.474,9.2,9.0,23.0,512.558,-1.667,9.795,7.187,2.0-3.0
-32.10861111,28.54527778,0.8,9653.714,8730.309,7992.594,12844.825,0.142,0.774,0.214,1.356,9.0,9.0,23.0,480.577,0.943,9.479,9.089,0.5-1.0
-26.25166667,30.19583333,3.1,10076.673,8685.584,7685.782,13035.608,0.127,0.478,0.19,1.305,43.3,9.0,22.0,1758.758,2.683,1.431,5.509,3.0-4.0
-27.30722222,29.90888889,1.7,9538.806,8721.262,7666.148,14213.801,0.196,0.884,0.293,1.51,52.0,12.0,24.0,1832.108,-1.233,9.698,8.784,1.0-2.0
-31.735,28.095,2.6,9641.852,8594.781,7691.467,13587.715,0.17,0.742,0.255,1.423,60.4,8.0,22.0,1012.022,-2.367,4.079,6.593,2.0-3.0
-26.32055556,30.81722222,1.7,9983.492,8745.233,7860.702,13036.607,0.133,0.574,0.199,1.314,131.8,12.0,24.0,1399.127,-0.212,13.75,6.346,1.0-2.0
-32.09944444,27.36527778,0.9,9562.712,8572.173,7663.445,12838.494,0.147,0.68,0.22,1.351,59.2,8.0,22.0,874.257,-2.669,9.84,7.591,0.5-1.0
-31.94277778,28.895,1.8,10922.843,9950.353,8831.905,16195.938,0.209,0.878,0.314,1.553,90.1,10.0,22.0,540.205,-2.452,4.709,0.501,1.0-2.0
-31.68138889,28.8425,1.0,9780.965,8553.233,7576.48,13066.196,0.144,0.563,0.216,1.34,72.8,9.0,22.0,640.94,-0.387,12.978,7.285,0.5-1.0
-31.93667,27.47889,19.0,9909.181,8673.769,7778.947,12652.724,0.121,0.524,0.182,1.286,147.4,13.0,25.0,999.191,1.797,9.691,8.209,> 4.0
-32.23055556,27.705,1.0,9006.586,8128.86,7378.655,11682.201,0.128,0.663,0.193,1.303,67.7,8.0,21.0,971.631,1.087,19.058,8.425,0.5-1.0
-31.84305556,27.33611111,0.9,9899.502,8614.818,7649.054,13274.21,0.147,0.603,0.221,1.352,75.6,11.0,24.0,1161.378,-0.787,3.983,6.945,0.5-1.0
-31.60416667,28.96888889,1.6,10103.814,8900.236,7782.702,14568.213,0.182,0.692,0.272,1.456,72.4,8.0,21.0,824.087,3.116,9.647,8.201,1.0-2.0
-26.41138889,30.81694444,2.0,9674.931,8575.841,7756.017,12374.554,0.121,0.553,0.181,1.287,132.8,12.0,24.0,1487.359,-2.42,0.878,7.116,1.0-2.0
-26.34305556,30.7525,2.9,10214.968,8894.28,7868.954,13450.803,0.137,0.557,0.205,1.328,131.2,12.0,24.0,1490.586,-2.772,10.728,6.011,2.0-3.0
-31.41194444,28.62638889,2.2,10159.071,8690.478,7629.483,13820.098,0.153,0.541,0.229,1.367,9.2,5.0,21.0,779.352,-2.472,6.485,8.249,2.0-3.0
-31.90861111,28.81,1.4,10694.139,9684.539,8646.5,14627.789,0.17,0.763,0.255,1.419,77.4,9.0,21.0,654.014,-2.13,6.572,7.694,1.0-2.0
-31.82444444,28.44805556,0.4,11183.611,9352.622,8034.82,14523.424,0.132,0.436,0.198,1.313,3.6,8.0,23.0,720.214,3.061,9.747,7.671,<= 0.5
-31.70444444,26.99472222,0.5,10020.127,8858.928,7873.707,12871.991,0.125,0.552,0.187,1.297,62.6,10.0,24.0,1198.325,-1.027,1.303,5.799,<= 0.5
-31.74138889,27.36972222,0.7,11014.942,9311.9,7999.678,14004.02,0.121,0.4,0.181,1.282,70.6,11.0,25.0,1160.768,-2.745,6.31,10.657,0.5-1.0
-26.16638889,30.87861111,9.1,9742.376,8729.452,7793.676,14155.094,0.184,0.838,0.276,1.475,132.4,11.0,23.0,1680.127,-0.285,10.33,7.185,> 4.0
-31.82666667,27.33416667,0.7,10123.973,8840.212,7879.514,12694.543,0.113,0.469,0.17,1.261,73.9,11.0,25.0,1113.294,-1.225,4.108,6.644,0.5-1.0
-26.42583333,30.78916667,2.5,9985.084,8838.882,7836.094,13636.979,0.154,0.657,0.231,1.376,127.0,11.0,23.0,1404.301,3.134,7.796,4.405,2.0-3.0
-31.94138889,28.73833333,1.6,11077.979,9953.096,9004.096,14455.101,0.147,0.665,0.22,1.355,76.3,9.0,21.0,664.568,-2.826,4.099,6.146,1.0-2.0
-31.8925,28.255,0.9,10345.854,9038.14,7980.684,13428.472,0.13,0.508,0.195,1.302,66.5,8.0,23.0,715.799,-3.075,3.775,6.889,0.5-1.0
-32.00944444,27.76833333,0.7,9924.886,8770.451,7800.693,13313.642,0.146,0.607,0.219,1.349,59.1,11.0,23.0,991.99,2.35,0.881,6.706,0.5-1.0
-31.71166667,28.12888889,1.2,10358.767,9011.15,7845.645,14878.271,0.18,0.661,0.27,1.449,35.9,8.0,21.0,761.994,-1.087,4.228,5.993,1.0-2.0
-32.05555556,27.77527778,0.6,10356.579,9062.743,7976.665,13266.543,0.124,0.494,0.186,1.29,59.7,12.0,23.0,768.357,2.431,4.427,5.418,0.5-1.0
-31.67388889,26.795,1.4,10205.023,9046.303,8074.631,12287.708,0.093,0.434,0.139,1.212,63.6,8.0,23.0,1500.187,2.528,4.124,6.907,1.0-2.0
-31.63416667,28.88111111,1.2,10042.804,8884.471,7873.172,13407.594,0.143,0.594,0.215,1.34,69.9,9.0,22.0,644.94,-0.464,13.208,6.763,1.0-2.0
-31.38111111,28.80083333,0.6,8511.58,7764.861,7154.524,15098.768,0.275,1.377,0.413,1.811,99.3,15.0,25.0,1132.368,-0.35,10.827,5.268,0.5-1.0
-32.00888889,27.53861111,0.7,10352.236,8920.016,7865.808,13390.646,0.129,0.482,0.193,1.3,59.6,6.0,21.0,1065.145,-3.072,3.676,7.497,0.5-1.0
-31.73472222,28.62083333,1.1,9803.924,8692.785,7628.759,14151.759,0.181,0.714,0.272,1.452,9.7,5.0,21.0,878.141,1.358,12.766,8.376,1.0-2.0
-31.96527778,27.09222222,0.6,10115.137,8918.439,7911.34,13019.302,0.126,0.534,0.189,1.297,76.6,11.0,24.0,1075.424,0.663,3.279,8.956,0.5-1.0
-32.21666667,27.62861111,2.1,9911.126,8876.168,7917.103,12745.985,0.124,0.573,0.185,1.288,69.7,9.0,22.0,529.659,0.498,3.648,6.872,2.0-3.0
-31.90833333,27.12361111,0.5,10034.774,8910.563,7891.803,13649.626,0.153,0.661,0.23,1.372,71.9,11.0,25.0,1081.392,-0.466,4.476,5.563,<= 0.5
-32.01944444,28.09805556,0.4,11070.971,9458.192,8378.887,14087.632,0.12,0.446,0.18,1.275,161.5,13.0,24.0,803.063,-0.948,4.399,5.562,<= 0.5
-32.22833333,27.64583333,2.6,8807.61,8120.642,7368.32,11896.792,0.149,0.845,0.223,1.355,69.7,9.0,22.0,688.907,-0.216,26.477,5.073,2.0-3.0
-26.29305556,30.80194444,2.0,10331.488,9081.639,8021.845,13715.409,0.14,0.571,0.21,1.337,131.8,12.0,24.0,1433.061,1.946,4.595,5.126,1.0-2.0
-31.70111111,27.87361111,0.7,10402.538,8998.591,7870.039,14937.941,0.18,0.658,0.27,1.45,80.8,12.0,25.0,901.219,-1.55,1.353,5.293,0.5-1.0
-31.68722222,27.54138889,2.9,10231.442,8887.032,7766.215,14743.32,0.181,0.667,0.272,1.459,80.2,9.0,22.0,1357.644,2.722,29.747,4.895,2.0-3.0
-31.56333333,28.16055556,1.7,10770.657,8994.7,7752.072,15023.673,0.166,0.545,0.249,1.411,58.9,8.0,22.0,788.455,-2.079,22.888,6.443,1.0-2.0
-31.65888889,26.84472222,1.0,10527.907,9192.281,8091.048,13585.604,0.129,0.524,0.193,1.303,61.1,9.0,24.0,1454.511,-0.559,3.434,8.485,0.5-1.0
-32.20583333,27.97444444,1.4,8586.49,7910.051,7247.681,12932.643,0.203,1.155,0.304,1.521,66.6,11.0,22.0,939.738,0.78,13.986,4.968,1.0-2.0
-32.16083333,27.78416667,1.0,9844.975,8636.367,7603.469,14376.926,0.187,0.729,0.28,1.472,9.7,7.0,20.0,775.219,-1.689,19.033,8.341,0.5-1.0
-31.94722222,27.34861111,0.8,10480.382,9116.922,7895.87,13963.903,0.142,0.513,0.214,1.343,78.1,12.0,25.0,833.446,-0.239,3.585,7.47,0.5-1.0
-31.93722222,28.82055556,1.5,10248.684,9222.803,8194.432,14112.68,0.16,0.738,0.24,1.401,86.0,9.0,22.0,564.009,-0.464,26.233,5.644,1.0-2.0
-31.95444444,27.40027778,0.5,10093.62,8875.062,7810.178,13388.985,0.139,0.554,0.209,1.333,80.3,13.0,25.0,804.365,2.912,0.851,6.561,<= 0.5
-31.72639,26.92111,11.0,10098.856,8919.623,7991.699,12429.125,0.105,0.504,0.157,1.243,117.1,13.0,26.0,1233.136,2.673,0.752,7.184,> 4.0
-32.06805556,28.00222222,0.8,10374.364,8998.893,7967.007,14087.923,0.152,0.581,0.229,1.365,100.6,16.0,26.0,960.909,-0.058,4.017,6.682,0.5-1.0
-26.20722222,30.865,1.6,9785.79,8655.751,7801.942,12815.943,0.134,0.62,0.201,1.321,132.1,11.0,23.0,1421.778,-0.322,9.476,10.24,1.0-2.0
-31.46917,28.17472,35.0,9165.554,8109.354,7316.938,11567.924,0.114,0.527,0.172,1.264,167.1,12.0,23.0,1503.673,1.328,22.973,6.914,> 4.0
-31.98388889,27.43388889,0.5,11042.295,9394.46,8134.038,13848.835,0.111,0.372,0.167,1.259,83.1,12.0,25.0,870.989,-0.441,3.789,7.048,<= 0.5
-31.71666667,28.0675,1.6,9468.826,8524.198,7581.837,14869.288,0.221,0.944,0.332,1.581,8.5,5.0,20.0,958.464,2.564,29.425,6.066,1.0-2.0
-31.60888889,27.49,0.8,10216.263,9099.686,8060.048,13643.79,0.144,0.617,0.216,1.35,71.0,11.0,24.0,1184.397,1.103,4.244,6.398,0.5-1.0
-32.12972222,28.12,0.3,9509.909,8543.365,7691.505,13330.921,0.168,0.783,0.252,1.41,101.4,16.0,26.0,842.085,1.27,6.975,6.927,<= 0.5
-26.205,30.86916667,1.8,10044.932,8682.854,7721.107,12838.312,0.122,0.503,0.183,1.291,132.1,11.0,23.0,1462.569,-0.15,16.248,7.802,1.0-2.0
-26.0,30.0,1.5,10477.669,8845.087,7898.104,12374.521,0.083,0.318,0.124,1.185,120.3,11.0,24.0,1626.21,1.407,4.33,6.481,1.0-2.0
-31.57305556,28.64111111,0.4,9685.691,8502.255,7625.67,12816.068,0.138,0.578,0.208,1.327,9.1,5.0,21.0,810.653,-2.199,7.051,6.73,<= 0.5
-31.68805556,27.29194444,0.5,11007.73,9351.461,8163.452,13263.548,0.093,0.316,0.139,1.209,69.2,11.0,25.0,1104.604,0.374,3.811,7.242,<= 0.5
-31.75416667,28.62583333,1.2,10370.355,9037.199,7904.512,14632.63,0.171,0.624,0.257,1.419,63.9,8.0,21.0,885.699,-1.996,3.275,8.794,1.0-2.0
-31.7775,28.56222222,0.8,10149.277,8910.275,7821.941,13917.836,0.158,0.622,0.236,1.383,3.3,7.0,23.0,827.648,0.414,3.958,6.652,0.5-1.0
-26.23138889,30.82222222,2.9,9686.247,8633.644,7679.363,13104.025,0.148,0.662,0.222,1.363,130.6,11.0,23.0,1609.851,-1.414,7.071,7.379,2.0-3.0
-32.23666667,27.98944444,0.5,9634.633,8594.574,7624.672,14283.272,0.195,0.805,0.292,1.489,68.4,11.0,22.0,911.972,3.024,12.905,7.862,<= 0.5
-31.72194444,28.22222222,1.8,9934.427,8810.142,7713.773,14372.199,0.183,0.731,0.275,1.46,9.3,6.0,21.0,743.941,2.342,10.256,6.518,1.0-2.0
-31.65555556,27.56416667,2.9,10096.315,8694.825,7711.218,13729.239,0.153,0.591,0.23,1.373,79.9,8.0,22.0,1621.137,0.761,3.149,12.231,2.0-3.0
-32.09638889,28.23972222,0.6,9631.402,8631.616,7856.284,12831.36,0.143,0.709,0.215,1.342,95.6,15.0,25.0,965.447,0.458,7.106,6.798,0.5-1.0
-32.53555556,28.54694444,2.5,9504.2,8679.042,7811.97,13590.036,0.179,0.884,0.268,1.443,119.4,19.0,26.0,111.898,-2.037,6.312,8.232,2.0-3.0
-32.15111111,28.08611111,0.3,10904.63,9483.756,8250.0,15513.45,0.176,0.629,0.264,1.433,101.4,16.0,26.0,860.773,-2.436,9.697,8.033,<= 0.5
-26.18388889,30.85805556,1.8,10195.527,8869.112,7866.474,13097.224,0.126,0.517,0.189,1.296,132.1,11.0,23.0,1550.623,-0.094,19.087,8.765,1.0-2.0
-31.83833333,28.45138889,0.7,9260.086,8263.336,7482.056,11956.239,0.128,0.627,0.192,1.297,4.0,9.0,23.0,631.577,1.259,10.458,5.933,0.5-1.0
-31.80861111,27.41305556,2.2,9150.778,8237.56,7474.086,11195.165,0.101,0.534,0.151,1.227,75.0,11.0,24.0,1127.599,-0.29,10.262,6.929,2.0-3.0
-31.42361111,28.54055556,2.6,7440.514,7163.613,6720.931,17401.313,0.398,2.145,0.597,2.342,8.3,4.0,19.0,949.998,-3.031,7.47,5.955,2.0-3.0
-31.30222222,28.51194444,2.4,10270.214,8776.099,7640.315,13495.708,0.136,0.477,0.204,1.322,9.0,3.0,18.0,1460.127,2.352,14.023,5.114,2.0-3.0
-31.50972,28.29056,11.0,9657.355,8444.2,7519.245,13903.822,0.181,0.764,0.271,1.452,162.4,13.0,24.0,796.349,2.846,14.068,4.015,> 4.0
-32.235,27.83833333,0.5,9752.909,8742.844,7686.827,14467.692,0.196,0.816,0.293,1.496,66.0,12.0,22.0,784.955,-0.763,10.103,6.887,<= 0.5
-32.1525,28.14,0.8,10807.569,9282.338,8000.288,15557.881,0.181,0.63,0.272,1.454,99.4,16.0,26.0,834.181,-2.554,14.006,4.706,0.5-1.0
-31.86916667,28.86972222,1.5,9630.576,8589.381,7664.252,13068.685,0.152,0.686,0.228,1.371,82.9,9.0,22.0,400.555,-2.251,1.233,4.947,1.0-2.0
-31.7925,28.09833333,1.8,8270.359,7918.776,7228.018,13750.591,0.249,1.555,0.373,1.674,61.8,8.0,22.0,785.418,-1.406,10.689,5.539,1.0-2.0
-31.61444444,26.89361111,0.8,10681.946,9179.617,8056.831,13220.977,0.106,0.395,0.159,1.244,58.7,10.0,25.0,1280.488,2.637,1.387,5.472,0.5-1.0
-31.62361111,28.02694444,0.5,10952.693,9286.155,8075.1,14225.326,0.132,0.466,0.198,1.314,8.2,6.0,21.0,839.003,2.822,3.772,7.045,<= 0.5
-32.20194444,28.11944444,1.0,9988.295,8925.39,8005.481,13401.266,0.144,0.66,0.217,1.35,105.7,16.0,25.0,808.309,1.376,7.496,5.71,0.5-1.0
-31.36972222,28.7625,0.9,10038.177,8731.667,7708.087,13762.057,0.158,0.618,0.237,1.383,97.0,15.0,25.0,1041.143,-1.342,10.034,7.31,0.5-1.0
-30.85055556,28.77916667,0.5,10074.389,8697.138,7739.694,13249.449,0.137,0.536,0.205,1.322,97.3,15.0,26.0,1080.445,-1.343,10.659,5.934,<= 0.5
-30.95055556,28.71166667,2.0,10365.152,8950.741,7799.427,14271.218,0.161,0.633,0.242,1.4,100.6,15.0,26.0,1310.302,1.885,10.56,6.41,1.0-2.0
-31.51611111,28.94,1.1,9790.351,8639.709,7598.265,13466.63,0.159,0.632,0.238,1.384,68.3,8.0,21.0,1025.432,-2.01,0.598,7.316,1.0-2.0
-31.57583333,28.42083333,2.8,7472.537,7159.506,6809.034,13145.971,0.273,2.136,0.41,1.763,8.3,5.0,19.0,869.705,2.765,13.267,6.938,2.0-3.0
