Biome,Lat,Lon,Annual_SOC_Change,Mean_SOC,SOC_Change_Percent
Forest,-33.94700839476164,23.058,0.19933386232557115,8.523108114289846,2.338746143456375
Forest,-33.94700839476164,23.858,0.21664971970808516,6.787374795638387,3.191951619458318
Forest,-32.821175369841875,28.058,0.0370000309701827,5.50380245729618,0.6722630628054824
Forest,-34.033610935140075,22.458,0.17933328941160742,7.130137441954441,2.5151449165116007
Forest,-32.99438045059876,27.658,0.09682697327890546,6.2842652406011315,1.5407843172075169
Forest,-32.734572829463424,27.058000000000003,0.1330303446121692,6.839824133221609,1.9449380864345542
Forest,-33.94700839476164,22.258000000000003,0.07252980111536927,5.2351502525960045,1.3854387670994395
Forest,-33.6872007736263,26.458,0.028567487767298255,6.051234080619591,0.4720935826758367
Forest,-33.94700839476164,22.658,0.18930524227454257,8.187928317905952,2.312004147136416
Forest,-32.647970289084974,27.258000000000003,0.20099712196074015,7.548270814525644,2.66282340551359
Forest,-34.033610935140075,24.058,0.18436516793376323,6.462744442471853,2.8527380213605933
Forest,-28.31784327016279,32.458000000000006,0.13523306929872833,5.265805825400961,2.5681362697879404
Forest,-30.915919481516102,28.858,0.17713680139232277,6.591056398120836,2.6875327821929416
Forest,-25.113549276160366,30.658,0.15032250815160705,7.257034761270111,2.0714039975922334
Forest,-32.38816266794964,27.458,0.14369591437543222,7.0910344143725474,2.026445028727832
Forest,-32.734572829463424,28.258000000000003,0.1345251268562553,4.631690902275543,2.9044495778024246
Forest,-32.647970289084974,25.658000000000005,0.15027919592677513,6.087111082596326,2.468809816144784
Forest,-25.02694673578192,30.858,0.15520732918125404,9.914377698392911,1.5654772684967677
Forest,-27.5384204067568,32.658,0.015908300797432082,5.179757617593912,0.3071244249614476
Fynbos,-32.821175369841875,19.258,0.06269041279802394,3.967551825344329,1.580077981529158
Fynbos,-33.51399569286943,19.258,0.10604372504239273,5.038736852696191,2.104569620174737
Fynbos,-32.12835504681432,18.458,0.06575244416657718,1.8613056748896137,3.5325978453526545
Fynbos,-32.99438045059876,18.858,0.08129610973882823,3.6706228771819838,2.2147769590876902
Fynbos,-33.600598233247865,24.258,0.11793556085922838,4.6127495065940645,2.5567302254465787
Fynbos,-32.99438045059876,18.458,0.07916681158233295,2.8069219190775647,2.820413743762044
Fynbos,-33.77380331400475,20.658,0.0861541356455917,2.5700716461454114,3.3522075454513307
Fynbos,-32.734572829463424,18.658,0.059041703373305374,4.2236306972929265,1.3978898157726545
Fynbos,-33.77380331400475,23.858,0.24148645788037085,6.589145180460006,3.6649132970464007
Fynbos,-33.42739315249098,18.658,0.0565177350394338,3.3875426513906097,1.6683992160580734
Fynbos,-33.77380331400475,20.258,0.16293296840863805,4.667369942525003,3.490894666911551
Fynbos,-34.033610935140075,18.858,-0.005385261741991265,3.4531580910954824,-0.1559517867391597
Fynbos,-33.25418807173409,19.458,0.10660332412137857,4.161138888378052,2.561878538087704
Fynbos,-34.033610935140075,18.458,-0.005209531025974414,5.13009113302846,-0.10154850841604948
Fynbos,-33.340790612112535,21.658,0.06522696777908946,3.448363909682322,1.891533767533788
Fynbos,-33.860405854383195,22.858,0.2316547593066324,6.10728951501371,3.793086257613127
Fynbos,-33.600598233247865,23.058,0.0978464485383157,3.575083740045871,2.736899486921116
Fynbos,-33.0809829909772,19.458,0.07760240156973727,3.541278438709795,2.191366844286054
Fynbos,-33.340790612112535,18.458,0.06670619941926918,3.2171330466641797,2.073467228482712
Fynbos,-32.99438045059876,20.458,0.08528358143844397,2.662276155110109,3.203408529755499
Fynbos,-31.695342344922103,19.058,0.10478657230848595,2.5620415038708493,4.089963888179391
Fynbos,-33.77380331400475,22.658,0.18112371065882293,6.062420136342577,2.987646955924995
Fynbos,-32.734572829463424,20.658,0.08655597224733044,2.581810676422227,3.352529797702919
Fynbos,-33.25418807173409,18.258,0.1405576105703668,3.614418372992101,3.888803012419669
Fynbos,-34.033610935140075,20.858,0.18224797641072274,5.727524367952062,3.181967717684062
Fynbos,-30.22309915848855,18.058,0.07842796233946711,2.3087589254424987,3.396974949406445
Fynbos,-33.94700839476164,21.858,0.19697299645277536,4.41307768700845,4.463392906783384
Fynbos,-33.51399569286943,23.658,0.07263551848866176,4.092422332184301,1.7748783628080016
Fynbos,-33.0809829909772,18.258,0.13495312058303396,3.7949484212238263,3.556125290881112
Fynbos,-32.38816266794964,21.458,0.04691775765911109,2.245903464052357,2.0890371474139786
Fynbos,-33.600598233247865,25.058,0.1529579388293256,4.984976954901465,3.0683780529603073
Fynbos,-32.99438045059876,19.258,0.057558516066064366,3.6477576379944066,1.5779150310466055
Fynbos,-32.30156012757121,18.858,0.14998336087990302,3.823225871153171,3.922953179710114
Fynbos,-33.6872007736263,18.858,0.051088081088814345,4.784908128631602,1.067691995654358
Fynbos,-33.340790612112535,20.458,0.0642680688463038,2.353782665716558,2.730416439137926
Fynbos,-34.55322617741074,20.058000000000003,0.08292321080906746,4.043236186810845,2.050911868061663
Fynbos,-32.214957587192764,18.658,0.09608834076889372,2.4268499554035414,3.959385315723648
Fynbos,-34.033610935140075,19.658,0.11925767526065716,4.296644887834927,2.7755999942725293
