Lat,Lon,Mean_SOC,SOC_Change
-33.94700839476164,23.058,84.52074669400477,0.010661269015891924
-33.94700839476164,23.858,90.60875388920059,0.0034946892728218914
-32.821175369841875,28.058,61.65309008178053,0.010530605739204784
-34.033610935140075,22.458,62.65743890455998,0.008577728788035898
-32.99438045059876,27.658,77.8915511485923,0.005587418410357494
-32.734572829463424,27.058000000000003,83.66931116117834,-0.0008258298412492758
-33.94700839476164,22.258000000000003,75.23516153549573,0.03500145263849762
-33.6872007736263,26.458,68.05949801512874,0.0277340242180443
-33.94700839476164,22.658,74.69892093010006,0.049526142653521184
-32.647970289084974,27.258000000000003,78.34718584945763,0.0029187342714567903
-34.033610935140075,24.058,67.77264879092347,6.454433667199066e-05
-28.31784327016279,32.458000000000006,97.48274516762898,0.001758200998177006
-30.915919481516102,28.858,76.53948532902919,0.009409546215131074
-25.113549276160366,30.658,102.01197702396402,-0.0013855011092732735
-32.38816266794964,27.458,78.92144793448801,0.016879618250433024
-32.734572829463424,28.258000000000003,57.47683932675357,0.020472255475846624
-32.647970289084974,25.658000000000005,76.04831725977913,0.006437136961926191
-25.02694673578192,30.858,95.00255124149167,0.0034132974659411104
-27.5384204067568,32.658,74.91531630628559,0.007128218332784254
