Lat,Lon,Mean_SOC,SOC_Change
-29.18386867394724,31.258000000000003,79.04533032264341,0.025092658633274822
-33.51399569286943,22.858,49.09051633076357,0.010155916802178096
-33.42739315249098,25.058,21.297593084979546,-0.015074074988189204
-33.6872007736263,26.058000000000003,67.8619093611541,0.009337961071848285
-33.51399569286943,22.458,53.605442644247965,0.006440990822071775
-29.530278835461008,30.457999999999995,67.93281972517146,0.008391157415065707
-32.90777791022031,27.458,43.015239078072746,0.002697910895529202
-30.56950932000233,30.058000000000003,67.0461800435953,0.01571062066517306
-33.42739315249098,27.058000000000003,79.44759054957764,0.0013142292575277817
-33.51399569286943,21.258000000000003,29.053807842696322,0.017779378573556024
-32.561367748706544,28.258000000000003,89.72416102075393,0.02401050669474272
-28.924061052811897,31.058,55.93362297743723,0.007470894550570336
-32.47476520832809,28.058,71.17131453096924,0.012228043976028582
-32.821175369841875,18.058,45.61893948657954,0.01248112568894766
-30.829316941137662,29.858,67.02137341849026,0.026161504370370472
-32.821175369841875,24.458,28.903215971037532,-0.001174808129596747
-33.600598233247865,26.258,77.05923246881592,0.005669304147289157
-33.16758553135565,27.658,63.28050548186492,0.012800605136923694
-33.94700839476164,18.658,33.18114875591695,0.004256684637700551
-28.75085597205501,30.658,65.41588732280026,0.008298369123808191
-34.6398287177892,19.458,49.3261213357214,0.00983523976716289
-33.860405854383195,24.858,68.06022566142317,0.0057297404360204755
-32.90777791022031,25.058,40.24172709704062,0.001750600032435587
-33.51399569286943,25.658000000000005,52.05511792972618,0.013347633073620633
-33.77380331400475,24.658,78.07340275562815,0.007059867735823614
-33.16758553135565,26.858000000000004,37.17450190273138,-0.0021377445930468877
-31.175727102651447,29.858,76.6649430875079,0.013583971364405936
-34.033610935140075,22.858,54.70087315080513,-0.0010310934068569458
-32.821175369841875,25.258,32.68735876292712,0.0054387513532361065
-33.51399569286943,25.258,55.55063422397762,0.0008718074850556628
-33.16758553135565,26.458,56.91308907188935,0.0007495260818040292
-33.0809829909772,23.858,44.93011495200131,0.0032155463294314267
-32.99438045059876,18.058,34.8396484703172,0.0009980858146603484
-32.99438045059876,24.858,23.389067460356795,0.002043602699861001
-30.742714400759223,30.058000000000003,76.5284477371971,0.013837500089646985
-29.09726613356879,31.058,94.11672037053938,0.01648192390037016
-32.821175369841875,27.658,59.319583488702165,0.01236146579269048
-33.16758553135565,25.258,28.321325582282952,-0.009020910306088039
-31.781944885300547,28.858,63.26361454955052,0.012611827922491605
-33.340790612112535,24.858,57.67279229628973,0.002375824104967928
-33.77380331400475,22.258000000000003,36.65736387289644,0.005189541808743162
-33.0809829909772,25.458,24.73017880396357,-0.0006991876756313494
-33.340790612112535,24.458,44.08333167956669,-0.01853268831063391
-28.75085597205501,31.458,85.92582425913211,0.016349559609059674
-33.16758553135565,27.258000000000003,48.11904218878424,0.0019762180063522066
-31.868547425678987,29.058000000000003,75.60131437424543,0.015101660446050515
-33.77380331400475,25.458,63.822667897572764,0.017504988475874634
-28.75085597205501,30.258000000000003,69.08559908488725,0.006668905042130494
-33.16758553135565,24.058,35.761723923455634,0.0030986809715315223
-28.837458512433454,30.858,71.0889651116074,0.01364101423516691
