Lat,Lon,Mean_SOC,SOC_Change
-29.530278835461008,17.658,22.557309086605017,0.0003227283936474213
-31.002522021894546,19.858,20.881641862420206,0.007612154526310038
-33.860405854383195,20.858,26.612503288132185,0.006252395927355593
-30.742714400759223,18.858,10.883609643469963,0.008452548801564642
-31.34893218340833,18.658,17.75455576678436,0.02295527014203356
-32.47476520832809,19.658,11.320859103939087,-0.010245275515633137
-31.175727102651447,19.058,34.148772607697836,0.007506815023336103
-29.443676295082565,17.058,20.005567498025986,0.008909615340040167
-31.43553472378677,18.058,13.706385047841247,0.016938231780886725
-31.43553472378677,20.058000000000007,13.451849447068614,0.005091532208144107
-29.79008645659633,18.258000000000003,17.567290957157756,0.007179870878443819
-32.561367748706544,19.858,9.648287677344127,-0.009892479591028621
-29.87668899697477,17.658,36.619743442772624,0.006234029037600949
-31.08912456227299,18.858,9.936268000498815,0.004443101832610111
-33.94700839476164,19.858,40.54124200373479,0.020030607889008598
-30.56950932000233,18.458,19.009167537672504,-0.0018219386093667243
-29.87668899697477,17.258,12.132226255082909,0.012776893990968353
-30.049894077731672,17.258,13.850885529197054,0.012442204419581104
-31.781944885300547,19.658,17.841983705343786,0.01149461921526527
-29.443676295082565,17.458,23.65121799054876,0.0056408094480444974
-32.12835504681432,20.858,17.960827970051827,0.0035894202651619443
-31.002522021894546,18.658,12.37799086585807,0.011212414211841411
-33.860405854383195,19.658,38.39452043706975,0.02147820485651836
-32.12835504681432,20.458,20.222047373069337,0.012021153503359307
-32.99438045059876,20.858,19.012504861184965,0.01467121549121375
-32.38816266794964,19.458,22.409324658072496,0.022975068973331694
-30.829316941137662,17.857999999999997,23.34507433741515,0.008935948272016265
-30.742714400759223,17.658,13.318054744234235,0.010850616607570288
-32.821175369841875,20.058000000000003,18.049319315075767,0.010543703656313809
-33.51399569286943,20.058000000000003,20.441804325753072,0.018558157456053284
-31.52213726416521,19.858,14.981528162901839,-0.007603269584825157
-32.561367748706544,18.658,27.518276141160083,-0.004632212150714548
-32.214957587192764,19.858,24.757639775556033,0.014550082957098741
-33.25418807173409,21.458,25.14764386121988,0.009945982508907885
-31.52213726416521,19.458,26.255033230459475,0.0026187975072020967
-32.214957587192764,19.458,20.883888075761643,0.021983614940017597
-29.010663593190344,17.658,18.15962251694605,0.011950637023705909
-32.47476520832809,18.458,36.65236223592138,0.00703528061783022
-28.31784327016279,17.258,26.09171090011701,0.005906074954538805
-28.231240729784343,17.058,17.193766604457267,0.009456836697362575
-29.010663593190344,17.258,20.197525252210678,0.004488823373264582
-32.12835504681432,19.258,39.302541614403715,0.01631522437054911
-33.860405854383195,21.658,45.787706983568704,0.00040348997070951525
-33.51399569286943,23.258,32.93460100943445,0.0016870696490590073
-32.99438045059876,19.658,38.10217249496486,0.013713925147774267
-31.52213726416521,18.258000000000003,18.455659584612047,0.007861721076495388
-30.742714400759223,19.658,12.799173763591813,0.003161810157057334
-30.56950932000233,19.258000000000003,11.757767111442424,4.0948756835794775e-05
-33.16758553135565,20.058000000000003,26.274193105819652,0.01843969441786443
-28.924061052811897,17.058,16.524152137641128,0.01179591104731681
-29.09726613356879,17.458,20.507830963330964,0.012703452043882828
-31.608739804543657,20.058000000000007,11.411905629174766,0.0014546381873977267
-31.955149966057427,19.258000000000003,18.997240334038224,0.018043793989343762
-31.08912456227299,19.658,21.489030578613377,0.00258127593778123
-32.041752506435884,19.858,15.403504515238007,0.01265592901886831
-29.87668899697477,18.058,19.71944258004158,0.0034819688790066927
-31.34893218340833,19.458,30.159778825433325,0.0043640839146765606
-30.049894077731672,18.058,26.94103996196381,0.014233760001066144
-32.041752506435884,19.458,18.350067742825267,0.01960125314952502
-29.616881375839444,17.857999999999997,24.970759406578175,0.016602881790775965
-28.058035649027453,17.058,24.018096749490287,-0.0008916308775862267
